Code,Name,Credit Hours,Description
^ENO 268,Wine and Must Analysis,3,"This course is designed to provide students with an understand-
ing of the principles of grape juice and wine analysis and the"
PS 107,"or Instructor 
Permission
^ENO280 Winery Establishment & Design",2,"This course will discuss the major aspects of winery establish-
ment and design, including the legal and regulatory process, lay-
85
out, and design and those effects on winery economics, cash flow,"
GEO212,World Regional Geography,3,This course provides a general survey of the distinguishing
HIS101,United States History I to 1877,3,This course provides a survey of United States history from
HIS102,United States History II since 1877,3,This course provides a survey of United States history from
HIS103,History of Western Civilization I,3,This course provides a survey of the development of western
HIS104,History of Western Civilization II,3,This course provides a survey of the history of Europe from the
HMS100,Fundamentals of Human Services,3,This course provides an overview of the field of human services.
HMS105,Case Management in Human Services,3,This course provides a foundation in effective case management
HMS110,Health and Physical Aspects of Aging,3,This course examines the physical changes in the human body
PSY205,HMS112 Home Visitor I ECH,3,This course will cover all areas of child development and will
HMS100,HMS115 Home Visitor II ECH,3,This course will cover the final steps necessary for requesting
HMS100,"and HMS112
HMS118 Ethics in Helping Professions",3,"This course provides an analysis of ethics in the helping profes-
sions, application of professional ethical codes, and decision-mak-
ing models when standards are in conflict. The course will"
SOC104,HMS 250 Human Services Practicum I,3,This course is designed to provide the student with a hands-on
^HS 101,Introduction to Health Information,4,This course provides an introduction to health information
^HS 103,Legal and Ethical Issues in Healthcare,3,"This course introduces the U.S. legal system, laws and ethical"
^HS 105,Insurance & Health Information Compliance,3,This course introduces the study of the uses of coded data
^HS 110,Pathopharmacology for Health Science,4,This course is designed for the Health Science student to study
^HS 115,"International Classification of Disease (ICD) 
Coding I",3,"This course helps the student develop an understanding of cod-
ing and classification systems in order to assign valid diagnostic"
BS 109,"with a C or higher 
^HS 118 Current Procedural Terminology (CPT) 
Coding I",3,This course helps the student develop an understanding of
BS 109,"with a C or higher
^HS 120 Healthcare Computer Applications 
& Electronic Encoder",3,This course provides an introduction to software applications in
^HS 125,"International Classification of Disease (ICD) 
Procedural Coding Systems",3,"This course helps the student develop an understanding of cod-
ing and classification systems in order to assign valid diagnostic"
HS 115,"with a C or 
higher or Program Director Permission
^HS 130 Reimbursement Methodologies (Physician)",3,"This course studies the uses of coded data and health informa-
tion in reimbursement and payment systems appropriate to all"
^HS 210,"International Classification of Disease (ICD) 
Coding II",3,"This course helps the student develop an understanding of cod-
ing and classification systems in order to assign valid diagnostic"
HS 115,"with a C or 
higher
^HS 218 Current Procedural Terminology (CPT) 
Coding II",3,This course helps the student develop an understanding of
HS 118,"with a C or higher
 
^HS 225 Healthcare Coding Practicum",3,"To provide the student with coding practices in a hospital, phy-
sician’s office, clinical, or other healthcare setting, with directed"
^HVA102,Blueprint Reading and Sketching,2,"This course will introduce students to a basic set of house plans,"
^HVA103,Hand and Power Tools,1,This course will introduce students to the various hand and
^HVA104,Safety Orientation/OHSA 10,1,"This course will: explain job/site safety and precautions for job/
site hazards; determine the uses of personal protective equip-
ment (PPE); identify the safety equipment and procedures related"
^HVA106,Technical Math,2,This course is designed to provide students a review of the basic
^HVA112,EPA 608,1,"Students will be certified in federal regulations of safe refriger-
ant handling practices. Successful completion of the certification"
^HVA118,Electrical Fundamentals,4,"This unit covers generating electricity, types of electricity- direct"
^HVA121,Domestic Refrigeration,3,This course includes terminology associated with domestic
^HVA126,Plumbing I,3,This course is designed to provide an understanding of the
^HVA136,Electric Circuits & Controls,3,This course includes electric control circuits in ladder diagram
^HVA140,Workplace Skills,1,"Upon successful completion of this course, the student should"
^HVA145,Sheet Metal,3,This course introduces the student to pattern development and
^HVA158,Heating System Fundamentals,3,This course is designed to introduce the student to terminology
^HVA170,Air Conditioning Control Systems,3,"This course is designed to help students to understand the op-
eration of the control systems in heating and cooling equipment"
^HVA175,Commercial Refrigeration,3,"This course includes the study of condensing units, condensers,"
^HVA181,Plumbing II,2,This course is a continuation of Plumbing I dealing with the
^HVA195,Occupational Work Experience,0,Occupational Work Experiences are available to students who
IDS110,Contemporary Issues in Sustainability,3,This interdisciplinary course is designed to introduce students to
IDS120,Introduction to Leadership Concepts,3,"This interdisciplinary course is designed to provide an intro-
duction to the academic discipline of leadership.  The course"
IDS130,Culture and Context,3,"This interdisciplinary leadership course is designed to discov-
er and examine personal cultural identity from a values based"
IDS140,Creativity Across the Disciplines,3,This interdisciplinary course is designed to explore human
^IWT105,Welding Safety/OSHA 10,1,Through a variety of classroom and /or lab learning and assessment
^IWT115,Cutting Processes,3,Through classroom and/or shop/lab fearing and assessment
^IWT125,Shielded Metal Arc Welding (SMAW),3,Through classroom and /or lab/shop learning and assessment
^IWT135,Gas Metal Arc Welding (GMAW),3,Through classroom and /or lab/shop learning and assessment
^IWT145,Gas Tungsten Arc Welding (GTAW),3,Through classroom and /or lab/shop learning and assessment
^IWT162,Blueprint Reading,4,Through a variety of classroom and/or shop/lab learning and
^IWT175,Shielded Metal Arc Welding II (SMAW II),5,Through classroom and /or lab/shop learning and assessment
^IWT180,Gas Metal Arc Welding II (GMAW II),5,Through classroom and /or lab/shop learning and assessment
^IWT185,Gas Tungsten Arc Welding II (GTAW II),5,Through classroom and /or lab/shop learning and assessment
^IWT190,Blueprint Reading II,3,Through a variety of classroom and/or shop/lab learning and
^IWT195,Occupational Work Experience,0,Occupational Work Experiences are available to students who
^IWT202,Gas Tungsten Arc Welding (Pipe),6,Through classroom and/or lab/shop learning and assessment
^IWT 212,Combination Pipe Welding,6,Through classroom and/or lab/shop learning and assessment
IWT175,"and IWT185 
 
LG 100 Conversational Spanish",2,"This course emphasizes the development of basic Spanish com-
munications skills through practice in listening, speaking, reading,"
LG 101,Spanish I,5,"This course covers the fundamentals of Spanish pronunciation,"
LG 102,Spanish II,5,This course builds on Spanish I and provides continued emphasis
LG 101,LG 105 American Sign Language I,3,This is a first course of study of the American Sign Language
LG 106,American Sign Language II,3,This course continues study begun in
LG 105,"and will focus on 
continued development of American Sign Language (ASL) skills, 
concentrating on comprehension and production. The course will 
also provide information about the linguistic and cultural features 
relevant to language learning. Prerequisite: LG 105
LG 201 Spanish III",3,This course builds on Spanish II and provides continued emphasis
LG 102,"or 
permission
 
LS 102 Children`s Literature",3,This course is designed to introduce students to the field of
M 146,"or TH 146 but 
cannot enroll in or receive credit for both courses.
M  152 Opera Production I",1,This course is designed for both music majors and other
M 154,M  162 Introduction to World Music,3,This course will provide an introduction to music across the
M 153,M  253 Opera Production IV,1,This course is designed for both music majors and other
MAT090,Fundamentals of Math,3,Fundamentals of Math precedes the algebra sequence of courses.
MAT100,Beginning Algebra,3,"This course focuses on basic algebra fundamentals and is de-
signed to prepare students for the Intermediate Algebra course."
MAT102,Technical Math,3,"Technical math focuses on measurement, algebraic operations,"
MAT103,Intermediate Algebra,3,Intermediate Algebra is a thorough study of the fundamental
MAT104,College Algebra,3,College Algebra is a comprehensive study of the fundamental
MAT105,Trigonometry,3,This course includes the study of circular functions and their
MAT104,"with a C or higher or Assessment
MAT106 Calculus I",5,Calculus I is the first in a three-semester sequence of calculus
MAT105,"with a C or higher, or high school Trigonometry and 
Assessment
MAT107 General Calculus and Linear Algebra",3,"This course provides an introduction to calculus and linear alge-
bra concepts that are particularly useful in the study of econom-
ics and business administration. The course will cover the basic"
MAT108,Contemporary Math,3,This course is designed to develop problem-solving skills by
MAT103,"with a C or higher or Assessment
 
MAT110 Calculus II",5,"Calculus II is the second in a three-semester sequence of cal-
culus courses. This course consists of working with logarithms"
MAT201,Calculus III,5,Calculus III is the final course in the three-semester sequence
MAT202,Differential Equations,5,"Differential Equations covers standard types of ordinary differen-
93
tial equations of first and second order, linear equations solu-
tions by series and Laplace transformations, systems of equations,"
MAT203,Basic Statistics,3,This course is an introductory study of the fundamentals of
^MFT110,Blueprint Reading & Geometric Dimensioning,3,This course teaches the basic concepts of print reading for
^MFT120,Precision Measurement,2,The course provides for the study of basic measuring tools used in
^MFT 240,Precision Measurement II,2,The course provides for the study of measuring tools used in
^MOA109,Emergency Preparedness,1,This course is designed to provide health care professionals with
^MOA110,Medical Administrative Aspects I,4,This course contains the administrative skills of the health care
^MOA113,Clinical Externship I,2,This course is designed to provide experience related to the
^MOA114,Patient Care I,4,This course is the beginning of the student’s journey to a
^MOA121,Principles of Pharmacology,3,"An introduction to the principles of pharmacology, including drug"
^MOA123,Insurance Billing and Coding,3,This course is designed to educate the health care team member
^MOA125,Medical Terminology,3,"The content of this course focuses on the introduction to medi-
cal terminology. Vocabulary is explored to structure of word, pre-
fixes, suffixes and root words. Emphasis is based on proper usage,"
^MOA128,Body Structures and Functions,3,This course is designed to teach the basics of human structure
^MOA133,Medical Administrative Aspects II,3,This course covers the administrative skills needed as a health
^MOA134,Patient Care II,3,"This course allows the student to advance their technical knowl-
edge by introducing the students to cast application/removal,"
^MOA135,Clinical Externship II,2,This course is designed to provide experience related to the
^MOA136,Clinical Laboratory Procedures,4,This course is intended to introduce the student to various
^MOA137,Medical Professional Issues,2,The course focuses on the basic concept of professional practice
^MOA295,Occupational Work Experience,0,"This experience is designed to provide the student with pur-
poseful occupational experience in the Medical Assistant field."
MT 110,Introduction to Mass Communications,3,"This course examines the role of mass media in modern society,"
^NET125,Introduction to Net+,3,This course is intended to introduce the student to various
^NET196,Certification Training Lab Net+,2,This class is designed to give the second semester student
^NUR103,PN Success,1,This course provides orientation to the program and promotes
^NUR106,KSPN Foundations of Nursing,4,This course provides an introduction to practical nursing and roles
^NUR109,"KSPN Fundamentals of Pharmacology & Safe 
Medication Administration",2,"This course provides an introduction to the principles of phar-
macology. Emphasis is placed on nursing care related to the safe"
^NUR122,KSPN Nursing Care of Adults I,5,This course focuses on the care of adult clients experiencing
^NUR126,KSPN Foundations of Nursing Clinical,2,This course provides an introduction to the skills required to
^NUR127,KSPN Nursing Care of Adults I Clinical,2,"This course focuses on the care of adult clients with com-
mon medical/surgical health alterations. The clinical laboratory"
^NUR150,KSPN Care of Aging Adults,2,This course is designed to explore issues related to aging adults.
^NUR156,KSPN Mental Health Nursing,2,This course explores basic concepts and trends in mental health
^NUR157,KSPN Maternal Child Nursing,2,"This course provides an integrative, family-centered approach to"
^NUR159,KSPN Nursing Care of Adults II,5,This course focuses on the care of adult clients experiencing
^NUR163,"KSPN Leadership, Roles, and Issues",2,This course provides orientation to leadership roles of the LPN
^NUR168,KSPN Maternal Child Nursing Clinical,1,"This course provides an integrative, family-centered approach"
^NUR170,KSPN Nursing Care of Adults II Clinical,2,This course focuses on the care of adult clients with common
^NUR201,Certified Nurse Aide,6,This course is based on the Kansas Department of Health and
^NUR202,Certified Medication Aide,5,This course is based on the Kansas Department of Health and
^NUR203,Certified Med Aide Certification Update I,1,Provides continued certification for the Certified Medication
^NUR220,LPN to RN Transition,1,This hybrid course prepares the licensed practical nurse to
^NUR225,Health Assessment & Advanced Nursing Skills,4,This course provides the framework for preparing students to
^NUR230,Advanced Medical-Surgical Nursing,6,This course focuses on the care of adult clients with complex
^NUR235,Advanced Mental Health Nursing,3,"This course focuses on the care of clients across the lifespan ex-
periencing cognitive, mental and behavioral disorders. Emphasis"
^NUR240,Nurse as Leader,2,This course facilitates the transition of the student to the role
^NUR245,High Risk Maternal-Child Nursing,2,"This course provides an integrative, family-centered approach to"
^NUR250,Professional Nursing Practicum,4,This course provides the student the opportunity to function
PE 102,PE for Women,1,"Strengthens and improves overall fitness through exercise. Indi-
viduals will gain an understanding of how to apply exercises to"
PE 103,Volleyball (WVA),1,"Deals with fundamental skills and strategies necessary to com-
pete at the collegiate level."
PE 104,Basketball (WVA),1,Improves and enriches the individual’s knowledge and skills in
PE 105,Football (MVA),1,"Teaches the following aspects of football; punting, kicking, offen-
sive line play, defensive line play, offensive back play, and defensive"
PE 106,Basketball (MVA),1,Improves and enriches the individual’s knowledge and skills in
PE 107,Dance Team I,1,Emphasizes development of technical and chorographical skills
PE 108,Dance Team II,1,Continues Dance Team I.
PE 110,Rules and Officiating I,2,"This course introduces the general concepts of rules and offi-
ciating in football and volleyball. The course will include a brief"
PE 111,History and Principals of PE,3,This is the foundation course for all physical education majors.
PE 112,Personal and Community Health,3,"This course provides an overview of the physical, mental, emo-
tional, social, and spiritual components of health that affect the"
PE 113,First Aid and Safety,3,This course focuses on the knowledge and skills needed to give
PE 114,Track (WVA),1,Improves and enriches the individual’s knowledge and skills in the
PE 115,Softball (WVA),1,"An activity class, open only to women athletes interested in par-
ticipating in an organized sport at the collegiate level."
PE 116,Track (MVA),1,Improves and enriches the individual’s knowledge and skills in the
PE 117,Baseball (MVA),1,Improves and enriches the individual’s knowledge and skills in
PE 118,Cross Country I (MVA),1,Improves and enriches the student’s knowledge and techniques
PE 119,Tennis,1,"This course provides instruction and practice in the basic skills,"
PE 121,Volleyball I,1,This course is designed to provide instruction in the basic skills
PE 122,Archery,1,"This course provides instruction in the basic skills, fundamentals,"
PE 123,Introduction to Physical Education,3,"This course provides a survey study of the historical background,"
PE 124,Weightlifting I,1,This course provides a program and instruction in weightlifting
PE 125,Introduction to Recreation,3,This course is designed for the student interested in a career in
PE 126,Physical Fitness Management,1,This course is designed to provide each student the opportunity
PE 127,Cheerleading I,1,Emphasizes the development of technical skills for performance
PE 128,Cheerleading II,1,Continues Cheerleading I. Prerequisite:
PE 127,PE 131 Soccer I (WVA),1,Improves and enriches the individual’s knowledge and skills in
PE 134,Golf,1,"Provides individualized instruction in the rules, fundamentals, and"
PE 135,Running Awareness,1,"Covers the proper mechanics of running and training, exercise"
PE 136,Baseball Conditioning I,1,Improves the student’s physical strength and endurance through
PE 137,Basketball Conditioning I - Men,1,"Provides weight training and conditioning for the men’s basket-
ball program. Enrollment is limited to those enrolled in basketball"
PE 138,Basketball Conditioning I - Women,1,"Provides weight training and conditioning program for the wom-
en’s basketball program. Enrollment is limited to those enrolled"
PE 139,Lifetime Fitness,2,This course is designed to provide an individual exercise and
PE 140,Advanced Weightlifting and Conditioning,1,Contributes to the health and wellbeing of the individual through
PE 141,PE for Men,1,"Strengthens and improves overall fitness through exercise. Indi-
viduals will gain an understanding of how to apply exercises to"
PE 143,Introduction to Athletic Training I,3,Provides the individual with an overview of the athletic training
PE 147,Cross Country I (WVA),1,Improves and enriches the individual’s knowledge and techniques
PE 149,Softball Conditioning I,1,"The course will teach the following aspects of softball: hitting, pitch-
ing, fielding, and base running. This is accomplished by teaching the"
^PE 150,Personal Trainer Field Experience I,1,"This introductory course provides practical experience for stu-
dents pursuing a personal trainer degree. The course will focus"
PE 150,^PE 150B  Personal Trainer Field Experience III,1,"This course provides more advanced practical experience for stu-
dents pursuing a personal trainer degree. The course will consist"
PE 151,Clinical Experience Athletic Training I,2,This course will provide students with an introduction to clinical
PE 151,PE 151C Clinical Experience Athletic Train III,2,This course will provide an advanced level of clinical experiences
PE 203,Volleyball II (WVA),1,Continues Volleyball I.
PE 204,Basketball II (WVA),1,Continues Basketball I (Women).
PE 205,Football II (MVA),1,Continues Football I.
PE 206,Basketball II (MVA),1,Continues Basketball I (Men).
PE 207,Dance Team III,1,Continues Dance Team II.
PE 208,Dance Team IV,1,Continues Dance Team III.  Prerequisite:
PE 207,PE 210 Advanced Concepts of Personal Training,5,"Released by the National Council on Strength & Fitness (NCSF),"
PE 214,Track II (WVA),1,Continuation of Track I (Women).
PE 215,Softball II (WVA),1,Continues Softball II (Women).
PE 216,Track II (MVA),1,Continues Track I (Men).
PE 218,Cross Country II (MVA),1,A general education course for students to participate in an
PE 220,Theory of Coaching Basketball,2,Presents all phases of the game of basketball to give students a
PE 221,Theory of Coaching Track/Field,2,"Presents to the student a history of the sport, theories of coach-
ing, and shows fundamental coaching techniques in the area of"
PE 222,Theory of Coaching Football,2,"Presents to the student a history of the sport, theories of coach-
ing, and shows fundamental coaching techniques in the area of"
PE 223,Theory of Coaching Baseball,2,"This course covers basic techniques for coaching the fundamen-
tals of hitting, fielding, and throwing relative to baseball positions."
PE 224,Care and Prevention of Athletic Injuries,3,"This course provides an introduction to athletic training tech-
niques for trainers, coaches, athletes, and physical education"
PE 225,Theory of Coaching Volleyball,2,This course is designed to provide an understanding of the
PE 227,Cheerleading III,1,Continuation of
PE 228,Cheerleading IV,1,Continuation of
PE 231,Soccer II (WVA),1,Continues Soccer I.
PE 236,Baseball Conditioning II,1,"The course will teach the following aspects of baseball: hitting,"
PE 237,Advanced Basketball Conditioning- Men,1,An introductory course designed to prepare the student with
PE 238,Advanced Basketball Conditioning - Women,1,An introductory course designed to prepare the student with
PE 138,PE 240 Advanced Weightlifting & Conditioning II,1,This course is designed to contribute to the health and wellbeing
PE 241,Weightlifting II,1,This course contributes to the health and well-being of the
PE 124,PE 243 Introduction to Athletic Training II,3,"This course covers documentation of athletic injuries, principles"
PE 143,"and permission
PE 245 Baseball II (MVA)",1,"The course will teach the following aspects of baseball: hitting,"
PE 247,Cross Country II (WVA),1,Continues Cross Country I (Women).
PE 249,Softball Conditioning II,1,"The course will teach the following aspects of softball: hitting,"
PE 250,Exercise Physiology,3,This course investigates the fundamental physiological processes
BS 105,PHI101 Introduction to Philosophy,3,This course provides a study of major philosophical ideas of the
PHI102,Introduction to Ethics,3,"An introduction to ethical theory focusing on the major tradi-
tions of Western philosophical ethics and their practical applica-
tion to contemporary moral issues."
PHI103,Logic and Critical Thinking,3,The study of critical thinking and logic allows the student to
PHI105,Religions of the World,3,This course provides an objective and impartial survey of the
POL100,United States Government,3,This course focuses on the political arena and public affairs
POL101,Introduction to Political Science,3,"This course provides an introduction to the field of political sci-
ence. The course will examine the nature of politics and political"
POL115,State and Local Government,3,"This course examines the interrelationships between the federal,"
PS 101,College Physical Science,5,This course provides an introduction to the major concepts in
MAT 100,"or Assessment
PS 102 Concepts of Physics",4,This course provides a qualitative introduction to the science of
PS 104,Physical Geology,4,This course provides an introduction to the basic principles of
PS 107,General Chemistry,5,"This course provides a basic introduction to chemistry, with"
PS 108,Astronomy,4,Provides a qualitative introduction to the nature of the solar
MAT 100,"or 
Assessment
PS 111 College Chemistry I",5,This course provides a college-level introduction to chemistry
MAT 103,"or Assessment
PS 112 College Chemistry II",5,This course continues the study begun in
PS 111,"and is intend-
ed for students going into technological, scientific, engineering, 
or medical fields. The course is required in certain pre-profes-
sional programs, such as pre-medicine, pre-veterinary medicine, 
pre-dentistry, etc. Course topics will include crystals and solids, 
reaction kinetics, chemical equilibrium, solution chemistry includ-
ing acid-base and complex-ion equilibria, thermodynamics, and 
electrochemistry. The course will also include a brief discussion 
of organic chemistry, biochemistry, and nuclear chemistry. Pre-
requisite:  PS 111
PS 203 General Physics I",5,"This course provides a study of units, physical quantities and"
MAT 104,"(or MAT 106 placement)
101
PS 204 General Physics II",5,"This course includes the study of electricity, magnetism, electro-
magnetic induction, electromagnetic waves, optics, and atomic"
PS 203,PS 210 Organic Chemistry I,5,This course is the first in a two-sequence semester. The course
PS 212,Organic Chemistry II,5,This course is the second in a two-sequence semester. The
PS 210,"and how they apply to chemical synthesis and structure deter-
mination. The topics will be applied to aldehydes and ketones, 
carboxylic acids and their derivatives, amines, aromaticity, ben-
zene and its derivatives, organometallic compounds, conjugated 
and unconjugated unsaturated systems, and pericyclic reactions. 
Selected applications to biochemistry, medicinal and pharmaceu-
tical chemistry, and industrial chemistry will also be discussed. 
Prerequisite:  PS 210 and permission
PS 215 College Physics I",5,"This course covers the analysis of units, physical quantities and"
MAT 110,PS 216 College Physics II,5,"This course includes the study of electricity, magnetism, electro-
magnetic induction, electromagnetic waves, optics, and atomic"
PS 215,PSY101 General Psychology,3,This general survey course provides a broad background in the
PSY105,Industrial/Organizational Psychology,3,This course provides a survey of industrial and organizational
PSY202,Child Psychology,3,This course is a study of child development from conception to
PSY 101,PSY205 Human Growth and Development,3,This course focuses on human development using normative
PSY206,Social Psychology,3,"This course provides a psychological perspective on social be-
havior and the processes involved in being a member of a social"
PSY 101,PSY280 Health Psychology,3,"This course examines multiple, interactive factors relevant to"
PSY 101,PSY290 Abnormal Psychology,3,This course is a study of emotional and behavioral disorders.
PSY 101,SOC100 Creating Positive Settings for Child/Families,1,This course will examine how children’s mental health and
SOC101,General Sociology,3,This course provides an introduction to sociology and the basic
SOC102,Marriage and the Family,3,"This course examines the nature, development, functions, and"
SOC104,Introduction to Social Work,3,This course provides an introduction to the field of social work.
SOC105,"Death, Loss, and Grief",3,This course will examine aspects of death and dying. The course
SOC106,Diversity & Inclusiveness,3,"This course examines human diversity and integrates person-
al and organizational perspectives, research, and theories. The"
SOC108,Social Gerontology,3,"This course examines how historical, psychological, cultural,"
SOC110,Crisis Intervention,3,"This course will provide an introduction to the basic theories,"
SOC114,Alcohol & Substance Disorders,3,"This course will examine the use and misuse of drugs and alco-
hol. The course will cover the biological and psychological effects"
SOC150,Community Leadership,3,This course will focus on leadership skills and community
SOC200,Sociology through Film,3,Students will be exposed to an array of films and study the major
ENG101,"with a B or higher and SOC101, SOC102, or ANT112 
with a C or higher
SOC210 Social Problems",3,"This course will examine a wide variety of social problems,"
SP 101,Oral Communications,3,The purpose of this course is to develop the knowledge and
SP 103,Oral Interpretation,3,"The purpose of this course is to study and practice the tech-
niques of effective oral reading and performance. The focus will"
SP 105,Interpersonal Communication,3,This course is designed to improve student effectiveness in
SP 106,Public Speaking,3,"The purpose of this course is to increase student understand-
ing of the principles and applications of public speaking through"
TCH100,OSHA 10,1,"This course will explain job/site safety and precautions for job/
site hazards; determine the uses of personal protective equip-
103
ment (PPE); identify the safety equipment and procedures related"
TH 103,Theatre Practicum I,1,This course is designed for both theatre majors and other
TH 104,Theatre Practicum II,1,This course continues
TH 103,"and is designed to provide addi-
tional practical experience for both theatre majors and other 
students interested in performing onstage or working back-
stage to provide practical experience as a member of a theatre 
production crew. Students will have the opportunity to perform 
onstage, or serve as crew members, who may work in sever-
al technical or production areas, including stage management, 
costumes, set design and construction, lighting, sound, properties, 
house management, and publicity. This course provides an oppor-
tunity for performance self-expression and continued develop-
ment of individual and ensemble skills and also offers exposure 
to the performing arts as a profession.  Prerequisite: TH 103
TH 105 Introduction to Dramatics",3,This course will provide a thorough survey of the basic elements
TH 106,Play Production,3,This course provides an introduction to the elements of play
TH 108,History and Appreciation of Theatre Art,3,"This course is designed to provide an introduction to the devel-
opment of theatrical presentation from antiquity to the modern"
TH 109,Fundamental Style and Principles of Acting,3,This course provides an introduction to the basics of acting
TH 110,Acting I,3,This course continues
TH 109,"and provides additional expe-
rience in the basics of acting. The course is geared towards 
students with limited performance experience. The course will 
focus on rehearsal procedures and techniques, terminology, actor 
discipline, and public performance. Prerequisite:  TH 109
TH 146 Musical Theatre History",3,This course provides a survey of American musical theatre.  The
TH 146,"or M 146 but 
cannot enroll in or receive credit for both courses. 
TH 152 Stagecraft I",3,"This course provides an introduction to the basic tools and prin-
ciples of stagecraft. The course will focus on basic tools and their"
TH 203,Theatre Practicum III,1,This course continues
TH 104,"and is designed to provide addi-
tional practical experience for both theatre majors and other 
students interested in performing onstage or working back-
stage to provide practical experience as a member of a theatre 
production crew. Students will have the opportunity to perform 
onstage, or serve as crew members, who may work in sever-
al technical or production areas, including stage management, 
costumes, set design and construction, lighting, sound, properties, 
house management, and publicity. This course provides an oppor-
tunity for performance self-expression and continued develop-
ment of individual and ensemble skills and also offers exposure 
to the performing arts as a profession.Prerequisite:  TH 104
TH 204 Theatre Practicum IV",1,This course continues
TH 203,"and is designed to provide addi-
tional practical experience for both theatre majors and other 
students interested in performing onstage or working back-
stage to provide practical experience as a member of a theatre 
production crew. Students will have the opportunity to perform 
onstage, or serve as crew members, who may work in sever-
al technical or production areas, including stage management, 
costumes, set design and construction, lighting, sound, properties, 
house management, and publicity. This course provides an oppor-
tunity for performance self-expression and continued develop-
ment of individual and ensemble skills and also offers exposure 
to the performing arts as a profession. Prerequisite: TH 203
TH 206 Acting II",3,This course continues
TH 110,"and provides additional expe-
rience in the basics of acting. The course is geared towards 
students with some performance experience.  The course will 
focus on rehearsal procedures and techniques, terminology, actor 
discipline, and public performance. Prerequisite: TH 110
TH 207 Acting III",3,This course continues
TH 206,"and provides additional experi-
ence in acting. The course is geared towards students with some 
performance experience.  The course will focus on rehearsal 
procedures and techniques, terminology, actor discipline, and 
public performance. Prerequisite: TH 206
104
TH 208 Film Appreciation",3,This course is designed to provide an introduction to the history
TH 211,Stagecraft II,3,This course continues
TH 152,"and provides additional experi-
ence in the use of basic tools and principles of stagecraft. The 
course will focus on basic tools and their uses, shop organization 
and maintenance, construction, rigging, and painting. Course par-
ticipants will be responsible for building, maintaining, and striking 
sets used in performances. Prerequisite: TH 152
^VIN111 Intro to Viticulture/Vineyard Establishment",3,"This course is designed to introduce students to current prac-
tices for establishing a commercial vineyard and maintaining its"
^VIN117,Cold Climate Viticulture & Enology,1,This course offers a practical understanding of the obstacles and
^VIN211,Integrated Pest Management,2,This course focuses on how effective grape production depends
^VIN212,Winter Viticulture Technology,2,This course is designed to provide practical experience in winter
^VIN213,Midwest Vineyard Management,2,"This course is a study of commercial grape growing in the Mid-
west United States. Topics include cultivars, vine nutrition, irriga-
tion, canopy management, pests, maturity sampling and harvest,"
^VIN214,Spring Viticulture Technology,2,This course is designed to provide practical experience in spring
^VIN215,Summer-Fall Viticulture Technology,2,This course is designed to provide practical experience in
^VIN293,Soils for Viticulture,3,This course will explore soil properties and behavior and their
