code,name,credit hours,description
BUA 200,INDEPENDENT STUDY,1-3,"Independent study courses are offered when students wish to explore a specific issue of interest that falls outside the 
parameters of the established curriculum.  Independent studies are subject to departmental approval and entail direct 
supervision of a departmental faculty member."
BUA 201,SKILLS FOR BUSINESS PROFESSIONALS,3,"Course Requirement: Enrollment in Thomas More Accelerated Program   
This course provides an introduction to the accelerated pace of the DGP BBA program.  Students will receive an overview of 
business concepts and group dynamics, as well as skills necessary to succeed in the program and in the business 
environment.  These skills include writing, research, and presentation skills."
BUA 205,SUPERVISION AND MANAGEMENT,3,"The objective of this course is to facilitate the acquisition of essential supervisory skills by increasing the student’s levels of 
thinking from knowledge to comprehension to application.  The course will include a review of what makes up a supervisor’s 
job, unique challenges of the 21st century, planning and control, organizing, staffing, and employee growth, stimulating 
individual and group performance, and coping with the dynamic workplace."
BUA 207,SMALL BUSINESS MANAGEMENT,3,"A course addressing the goals and problems of small business management, with emphasis on site selection, choice of 
business type, financing, understanding small business failure, management functions, entrepreneurship qualification, and 
development of the business plan."
BUA 218,PERSONAL FINANCE,3,"Students will explore the many financial decisions that the average individual and family must make credit management and 
borrowing, asset protection, investing, retirement planning, estate planning, insurance, taxes, and purchasing. 
120 | COURSES OF INSTRUCTION"
BUA 241,MATHEMATICAL ANALYSIS FOR MANAGEMENT,3,"Prerequisite:  MAT 096 or the equivalent or BUA 107   
A course that covers concepts of calculus essential to management in modeling and solving optimization problems, using 
spreadsheets and other software."
BUA 245,QUANTITATIVE METHODS I,4,"Course Requirement: Enrollment in Thomas More Accelerated Program  
The first course in the Quantitative Methods sequence, BUA 245 and 345.  The sequence presents an integrated computer-
based approach to the quantitative tools and methods used in managerial decision making.  Topics include elements of 
modeling, differential and integral calculus, statistics, and management science.  The BUA 245/345 sequence replaces MAT 
143 and fulfills the mathematics core requirement for BBA students in DGP."
BUA 249,BUSINESS STATISTICS,3,"Prerequisite:  MAT 143 or BUA 241   
An application of statistical concepts to business and economics.  Topics covered include descriptive statistics, probability 
and probability distributions, statistical inference, and regression modeling."
BUA 252,GLOBAL BUSINESS,3,"An interdisciplinary course involving several areas of study, including societal responsibilities of business, organizational 
behavior issues, international commerce, economics, accounting, tax, and regulatory issues.  The platform for this course is 
a service learning project in Northwestern Jamaica, West Indies."
BUA 255,SPECIAL TOPICS,3,Special topics are offered for courses that are not included in the established curriculum.
BUA 261,DEVELOPMENT OF AMERICAN ENTERPRISE,3,"Course Requirement: Enrollment in Thomas More Accelerated Program   
A survey of the development of the American free enterprise system from its beginning to the present.  The development of 
American business values will also be addressed."
BUA 263,SOCIAL RESPONSIBILITY FOR MANAGERS,3,"Course Requirement: Enrollment in Thomas More Accelerated Program   
The course seeks to provide a framework for managers to use in making judgments related to the social responsibility of 
business.  Topics considered include ethics and ethical reasoning, the distinction between ethical and legal behavior, diversity, 
managerial values, stages of moral development, ethical criteria, and stages of corporate citizenship.  Tools for achieving 
socially responsible behavior within the firm such as codes of ethics, audits, Sarbanes-Oxley, etc. are also considered."
BUA 264,MARKETING AND CONSUMER VALUE,3,"Course Requirement: Enrollment in Thomas More Accelerated Program    
This course will introduce students to the customer-value concept.  Students will learn how a firm creates customer value 
through its value-delivery system, which includes logistics, product and service transformations, marketing and after-sales 
service, and customer retention.  Students will also study how to leverage core competencies within the customer-value 
system to create and sustain competitive advantage."
BUA 270,NONPROFIT ORGANIZATIONS – MISSION AND MANAGEMENT,3-4,"Prerequisite: Sophomore standing   
This course examines the nature of nonprofit entities from organizational, business, and financial perspectives.  Topics include 
processes, financial accountability, management, and ethical issues specific to these entities, and differences between them 
and typical for-profit businesses."
BUA 271,HABITAT FOR HUMANITY,1,"This course is designed to teach the value of volunteerism, teamwork, and construction skills in a field setting.  Notes on these 
topics form the academic component of the course.  Students are required to produce a reflection paper relating their 
experiences to these topics.  Each Year, the Business Society of Thomas More University, joins the Habitat for Humanity 
COURSES OF INSTRUCTION 
 | 121 
Collegiate Challenge.  Chaperones and students travel to the Gulf Coast and assist in building quality, low-cost housing for 
families needing decent, affordable shelter.  Habitat is a nonprofit, Christian housing ministry.  An additional fee is required 
for students taking this course."
BUA 291,BUSINESS LAW I,3,"Prerequisite: BUA 105 or BUA 201   
Students will develop an understanding of the principles of law that apply to business transactions:  the overall judicial 
process, the uniform commercial code, commercial regulations, contracts, agency, bailments, etc."
BUA 292,BUSINESS LAW II,3,"Prerequisite: BUA 105   
A continuation of BUA 291.  It will include a further discussion of real estate, wills and estates, corporations, and consumer 
protection."
BUA 301,ORGANIZATION AND MANAGEMENT,3,"Prerequisite: BUA 105   
An introduction to schools of thought in management, the internal workings of the organization from a managerial point of 
view, and in-depth study of the decision-making process and managerial functions."
BUA 302,ORGANIZATIONAL BEHAVIOR,3,"Students will study the concepts of human behavior drawn from psychology and sociology applied to the business 
organization.  Group behavior, similarities and differences, team building, and structure are considered.  Development of the 
participant's leadership style is addressed."
BUA 303,HUMAN RESOURCE MANAGEMENT,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
A basic course in organizational manpower planning and development.  Included are testing, interviewing, placement of 
employees, training, job evaluation, promotions, handling complaints and grievances, wage and salary administration, 
benefits, policy making and problems of layoffs, transfers, and turnover."
BUA 304,WORKPLACE PSYCHOLOGY,3,"Prerequisite: BUA 301   
Principles of scientific methodology and psychology applied to the business situation.  Topics covered include research 
methods, employee performance and evaluation, structure of organizations, motivation, conditions of work, engineering 
psychology, and consumer psychology.  Cross-listed as PSY 209."
BUA 305,EFFECTIVE BUSINESS WRITING,3,"A course to improve writing skills in business situations, emphasizing the application of business principles in a diverse 
workplace."
BUA 306,"SAFETY, HEALTH AND ENVIRONMENTAL ISSUES IN MANAGEMENT",3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
Study of safety, health and environmental issues and the associated legal and ethical issues."
BUA 307,LEADERSHIP,3,Students learn what makes a successful leader and the moral/ethical standards they must embrace.
BUA 310,SPORTS AND ENTERTAINMENT BUSINESS ENVIRONMENT,3,"Prerequisite: BUA 105.   
Course Requirement: Junior status, minimum GPA of 2.5   
As a survey of both the sports and entertainment industries, this course will provide an overview of the origins and structure 
of each industry.  The current issues facing each industry will be explored.  The sports industry will be segmented by looking 
at professional, college, high school, and youth sports.  The entertainment industry will be divided into movies, theatre, 
TV/radio, media/publishing, travel and tourism, and music.  Cross-listed as SEM 310. 
 
 
122 | COURSES OF INSTRUCTION"
BUA 311,MARKETING,3,"Prerequisite:  BUA 105 or BUA 201   
Recommended prerequisite: PSY 105   
A survey of the marketing function in a capitalistic economy, with emphasis on the planning, pricing, promoting, and 
distribution of goods and services to satisfy customer wants, the relationship between marketing and other organization 
functions, the importance of the consumer, and the effect of government regulations."
BUA 313,TEAMS IN ORGANIZATIONS,3,"A focus on teams within organizations.  Students will learn what makes a team effective, motivation techniques for diverse 
team members, successful conflict resolution, and time and meeting management.  The course will be a seminar with 
emphasis on case studies."
BUA 314,ENTREPRENEURSHIP,3,"Prerequisite: BUA 302, BUA 311, BUA 321   
This course is focused on the study and management of innovation and risk in organizations.  Particular emphasis will be 
placed on rapid market development, penetration, and wealth organization through creative organizational processes.  
Successful entrepreneurship ventures and activities will be analyzed."
BUA 315,PRINCIPLES OF ADVERTISING,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
A course designed to familiarize students with advertising theory, terms, and techniques, including: the historical, social and 
economic aspects of advertising, product name, image and buying motives, writing copy, photography, layout techniques, 
and use of advertising media and advertising testing."
BUA 316,CONSUMER BEHAVIOR,3,"Prerequisite:  BUA 302, BUA 311, BUA 321, PSY 105   
This course stresses the importance of consumer behavior in the development and implementation of effective marketing 
strategies.  Students will develop a deeper understanding of individual consumer behavior, social and cultural influences on 
consumer behavior, and the consumer decision process."
BUA 317,PUBLIC RELATIONS,3,"Prerequisite:  BUA 302, BUA 311, BUA 321.   
Public relations will survey the tools and channels of communication available for developing the organization's image in 
the minds of the target publics.  This course is recommended for students with good communications skills from any major."
BUA 318,PROFESSIONAL SELLING,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
An examination of the principles of effective selling on a personal basis, with emphasis on preparation, the procedures for 
approaching the buyer, the presentation, and the closing.  Case work and role playing are used."
BUA 319,RETAIL MANAGEMENT,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
The principles, practices, and problem-solving methods specific to the retail industry are examined.  The management and 
marketing aspects of retailing are emphasized."
BUA 321,BUSINESS FINANCE,3,"Prerequisite: ACC 101 or ACC 208 (TAP only)   
An examination of the principles, theory, and techniques of modern corporate financial management.  Ratio analysis, working 
capital management, capital project evaluation, valuation, risk, and financial environment are covered."
BUA 325,INVESTMENT ANALYSIS,3,"An examination of the principles and practices of investing in stocks and bonds, with emphasis on the analysis of corporate 
financial statements to arrive at investment decisions.  A background is also provided on banking institutions, investment 
companies and brokerage operations.   
COURSES OF INSTRUCTION 
 | 123"
BUA 331,OPERATIONS MANAGEMENT,3,"Co-requisite:  BUA 301.   
Students will study the methods for planning, scheduling, operating, and controlling the production process.  Both service 
and manufacturing environments are considered."
BUA 341,QUANTITATIVE METHODS FOR BUSINESS,3,"Prerequisite:  MAT 143 or BUA 241; BUA 249 or MAT 205   
A course covering the modeling and analysis of problems in business and economics.  Among the topics included are linear 
programming, inventory models, queuing, PER/CPM, and forecasting."
BUA 345,QUANTITATIVE METHODS II,4,"The second course in the Quantitative Methods sequence, BUA 245 and 345.  The sequence presents an integrated computer-
based approach to the quantitative tools and methods used in managerial decision making.  Topics include elements of 
modeling.  The BUA 245/345 sequence replaces MAT 143 and fulfills the Mathematics core requirement for BBA students in 
TAP."
BUA 350,PORTFOLIO MANAGEMENT,3,"Prerequisite:  BUA 325.   
Covers theories that explain the pricing of securities and investment strategy."
BUA 355,SPECIAL TOPICS,3,Special topics are offered for courses not included in the established curriculum.
BUA 370,PRINCIPLES OF HEALTHCARE SERVICES,3,"Prerequisite:  BUA 302, BUA 311, BUA 321  
Exploration of the infrastructure of the healthcare services delivery system in the United States and the effects of legislation 
and policymaking on communities and stakeholders.  Cross-listed as HCM 370."
BUA 380,LEGAL ISSUES IN SPORTS AND ENTERTAINMENT MARKETING,3,"Prerequisite: BUA 291   
Course Requirement: Junior status, minimum GPA of 2.5.   
An investigation into the plethora of legal issues facing the sports and entertainment industries.  The course will analyze 
legislation that has affected the development and operation of these industries.  Landmark and seminal cases will be reviewed 
to ascertain the rights and restrictions of those operating within the industries.  Also included, as a point of study, will be 
controversial issues where legal precedents have not yet been set.  Cross-listed as SEM and PLS 380."
BUA 390,BUSINESS PRACTICUM,3,"Prerequisite:  BUA 301, BUA 302, BUA 311, BUA 321   
Upper-level undergraduate students have the opportunity to be part of a student-faculty team providing consulting services 
to a small business in the area.  With permission of the instructor, this course may be repeated."
BUA 391,SECONDARY EDUCATION BUSINESS ADMINISTRATION - OFFICE INTERNSHIP,3,"Prerequisite:  Permission of the Business and Education Department Chairpersons   
An internship designed specifically to allow the Secondary Education - Business Administration major to experience the 
functioning of the office environment."
BUA 392,INTERNSHIP IN BUSINESS,3,"Prerequisite:  BUA 301, BUA 302, BUA 311, BUA 321   
Course Requirement: Junior status, Minimum GPA of 2.5.    
Student will obtain hands-on experience by working with professionals in the field of business.  Students must work with their 
advisor or department designee to secure and set parameters of the field experience.  Students will be required to prepare 
an appropriate paper incorporating academic theory that is applied to the experience gained while completing the internship 
assignment.  Cross-listed as SEM 392. 
 
 
124 | COURSES OF INSTRUCTION"
BUA 400,INDEPENDENT STUDY,1-3,"Independent study credit is offered when students wish to explore a specific issue of interest that falls outside the parameters 
of the established departmental curriculum.  Independent studies are subject to departmental approval and entail direct 
supervision of a departmental faculty member."
BUA 403,INTERNATIONAL HUMAN RESOURCE MANAGEMENT,3,"Prerequisite:  BUA 303   
A course addressing the challenges of working in international human resource management.  Employment relations will be 
reviewed and compared to the United States in the U.K., Canada, France, Germany, Italy, Spain, Norway, Sweden, Austria, 
and Japan."
BUA 405,INTERNATIONAL MANAGEMENT,3,"Prerequisite:  BUA 302, BUA 311   
The basic content of the course includes (1) and overview of the means of conducting international business, with an 
emphasis on what makes international different from domestic; (2) the effects of culture, economy, politics, and laws within 
countries on the conduct of international business; (3) the major theories explaining international trade; (4) the financial 
exchange system; (5) modes of entry; (6) corporate strategy alternatives for global operations; and (7) production and 
marketing strategies for international activities."
BUA 406,LABOR PROBLEMS,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
An interdisciplinary study of industrial relations focusing on the historical development and economic consequences of 
organized labor in the private and public sectors, public policy toward labor, and collective bargaining."
BUA 407,COLLECTIVE BARGAINING,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
A study and evaluation of the art of negotiating and its importance to the labor-management bargaining process with 
emphasis on the unionized setting."
BUA 410,SPORTS AND ENTERTAINMENT MARKETING,3,"Prerequisite: BUA 311   
Course Requirement: Junior status, minimum GPA of 2.5   
A course building upon the general marketing principles studied in the Principles of Marketing course providing an analysis 
of the many issues facing marketing experts within the sports and entertainment industries.  This course also examines the 
issues faced by those outside these industries that market their goods and services by partnering with companies and 
organizations within these industries.  Students will be introduced to the unique qualities of the sports and entertainment 
product by analyzing pricing and distribution issues as related to these industries.  Cross-listed as SEM 410."
BUA 415,SALES MANAGEMENT,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
An advanced course covering organization of the sales division, including selection, training, compensation, direction, and 
control of the sales force, designing sales territories, and discussion of problems from representative companies."
BUA 416,MARKETING RESEARCH,3,"Prerequisite:  BUA 302, BUA 311, BUA 321; BUA 249 or BUA 245  
This course provides students with a basic understanding of marketing research methods and how these methods are used 
in managerial decision-making.  Topics include data collection techniques, measurement and scaling, sampling techniques, 
and data analysis."
BUA 417,MARKETING MANAGEMENT,3,"Prerequisite:  BUA 302, BUA 311, BUA 321   
This course provides an overview of current marketing-management theory and practice.  Students will develop strategic-
marketing-management skills through case studies and an interactive simulation. 
 
 
COURSES OF INSTRUCTION 
 | 125"
BUA 420,EVENT SPONSORSHIP AND PROMOTION,3,"Prerequisite: BUA 311   
Course Requirement: Junior status, minimum GPA of 2.5.   
Students will gain a thorough understanding of the concepts and theories that form the foundation of sponsorship and event 
planning.  Students will then be required to apply these concepts and theories in developing strategies to support a significant 
project requiring original research and a professional presentation.  Cross-listed as SEM 420."
BUA 421,FINANCIAL STATEMENT ANALYSIS,3,"Prerequisite: BUA 321   
The analysis of financial information is a critical tool for many business positions.  Managers need to be able to assess their 
performance and forecast business needs.  Investors need to be able to assess the value of the firm.  Regulators are required 
to determine if companies comply with guidelines.  This course sets a foundation for understanding the process to analyze 
and report findings."
BUA 422,INTERMEDIATE FINANCIAL MANAGEMENT,3,"Prerequisite: BUA 321   
Intermediate Finance is the second course in corporate finance.  Problems involving asset valuation and risk assessment will 
be explored with greater complexity.  Additional topics of mergers and bankruptcies will be explored.  An overview of 
derivative securities and risk management will be introduced."
BUA 435,CURRENT TOPICS IN OPERATIONS AND LOGISTICS,3,"Prerequisite:  BUA 331   
A course designed for specialized treatment of the various operations management fields.  A non-exhaustive list would 
include logistics, service management, technology management, new product development, purchasing, quality assurance, 
and shop floor control."
BUA 450,FINANCIAL PLANNING,3,"Prerequisite: 321   
An exploration of the many aspects of financial planning including retirement planning, debt management, estate planning, 
insurance planning, and investment planning."
BUA 455,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
BUA 495,STUDENT PROJECT,Variable Credit,"A student project is an individual or group project of special interest to students.  Field research and student creativity are 
encouraged.  Faculty supervision is provided with the approval of the chairperson."
BUA 498,STRATEGIC MANAGEMENT,3,"Prerequisite:  BUA 249, BUA 291, BUA 331, BUA 405   
A capstone seminar taken in the senior year.  Strategic management and business policy concepts are used to integrate the 
business core courses.  Case analysis and a major presentation are required.   
 
COURSES OF INSTRUCTION: MASTER OF BUSINESS ADMINISTRATION"
ACC 604,MANAGERIAL ACCOUNTING,3,"The study of accounting policies and practices as they relate both to external financial statements and management reporting 
systems.  Emphasis is on the impact of decisions concerning application of generally accepted accounting principles.  
Consideration is given to obtaining and using accounting information in planning and decision-making."
ECO 615,MANAGERIAL ECONOMICS,3,"Covers microeconomic concepts relevant to managerial decision making.  Topics include demand and supply analysis, 
consumer demand theory, price discrimination, risk aversion and uncertainty, moral hazard and incentives, game theory and 
contracts. 
126 | COURSES OF INSTRUCTION"
FIN 630,MANAGERIAL FINANCE,3,"An analysis of corporate financial decisions and strategies that enhance shareholder value in both domestic and international 
settings.  Major topics include sources and uses of funds, the valuation of debt and equity securities, ethics, financial analysis 
and forecasting, working with capital management, capital budgeting, capital structure, dividend policy, mergers and 
acquisitions."
LAW 620,"POLITICAL, LEGAL AND REGULATORY ENVIRONMENT",3,"Law, regulation, political factors, and their impact upon the decision-making process are examined.  Historical and current 
forces, as well as compliance are considered."
MGT 612,TRANSNATIONAL MANAGEMENT,3,"An examination of global differences in laws, politics, culture, and economies that affect the management of foreign 
operations.  It establishes an operational framework for managers through exposure to management concepts in 
international settings, strategic and operational planning, organization design, and legal topics impacting business 
transactions."
MGT 613,"STRATEGY FORMULATION, IMPLEMENTATION AND EVALUATION",3,"A survey of the theory and practice of formulating strategy at the general management/executive level.  Environmental 
analysis, competitive analysis, and strategic planning as compared to strategic thinking are among the topics covered.  As the 
MBA capstone, the course will serve to integrate previous work through various cases."
MGT 615,SKILLS FOR MBA PROFESSIONALS,3,"This course provides MBA students with the skills necessary to be successful in the TMU accelerated MBA program.  These 
skills include the following competencies; technology, team, graduate-level writing and ethical research, Harvard Business 
Review case-analysis, and presentation skills.  The primary focus of this course is to set expectations for the MBA program 
and to develop skills required for MBA professionals."
MGT 620,PROFESSIONAL SURVIVAL SKILLS,3,"Manage the challenges of office politics: blending into the pre-dominant culture while maintaining your own; effective 
interaction with colleagues, mangers, subordinates, outside stakeholders; gender issues in the workplace; keys to effective 
meetings; crisis management; and intra-organizational communication."
MGT 621,LEADERSHIP PRACTICES AND NEGOTIATION,3,"This course provides an analytical and intellectual examination of core principles of leadership.  This examination and 
reflection will be accomplished through open discussion, honest self-assessment, experiential exercises, and observation of 
real-life leadership practice.  Value for students is derived from engaging in open dialogue with peers to develop relationships, 
analyzing risk-taking scenarios, practicing negotiation skills, and using conflict resolution tools to become more effective 
leaders."
MGT 630,SUSTAINABILITY IN BUSINESS,3,"This course includes an overview of the role sustainability plays in 21st century business. It explores the connection between 
innovation and sustainable practices. Each of the three Ps’ will be covered: people, planet, profit. Each of the three Ps’ will 
be analyzed based on their contribution to the bottom-line of the company and various companies’ efforts in sustainability."
MGT 670,CREATIVE AND INNOVATIVE THINKING,3,"This course will examine both the concepts of creativity and innovation: what they are, how they impact businesses, how to 
bring them into the business enterprise. The role of creativity in strategic decisions will be covered, as will be creativity 
techniques – in other words practical methods for coming up with creative solutions to business problems. The section on 
innovation will center on problem *finding* and the role of innovation in the modern business world."
MKT 650,MARKETING STRATEGY,3,"A managerial approach to the study and applications of marketing.  Emphasis is placed on the nature and scope of market 
management responsibilities and marketing decision making. 
 
 
COURSES OF INSTRUCTION 
 | 127"
OPS 660,"OPERATIONS, LOGISTICS AND PRODUCTION",3,"An examination of techniques for the strategic use of operations, technology, and innovation as they contribute to an 
organization's primary function as a provider of goods and services to domestic and international markets.  These activities 
include the design of efficient and effective processes as well as the management and control of the key resources of the 
firm, its people, and technologies.  Issues such as quality, productivity, resource scheduling, and inventory control are 
addressed from a managerial viewpoint."
PRJ 692,MASTER’S PROJECT,3,"Applied research methodology and development of the project proposal are the topics covered.  A schedule for moving 
through the proposal, approval, completion, and presentation stages is developed.  Projects should be designed to be of 
significance to an organization of interest.  This course ends with the presentation of the completed project."
QUA 640,MANAGEMENT SCIENCE AND MODELING,3,"A survey of selected deterministic and probabilistic models, their areas of application and their solution methodologies. 
Emphasis will be on problem formulation, solution techniques, output interpretation and analysis.  Computer software will 
be used extensively for problem solutions. 
COURSES OF INSTRUCTION: CHEMISTRY"
CHE 101,INTRODUCTION TO CHEMISTRY,3,"Prerequisite:  Proficiency in algebra or MAT 096   
Core Area: Natural Science - Chemistry   
A one-semester chemistry course designed for students with either a weak background or no previous experience in 
chemistry, and who need chemistry courses in support of their major area of study or desire to take a course in general 
chemistry."
CHE 103,BASIC CHEMISTRY I,3,"Prerequisite:  high school chemistry or CHE 101 and proficiency in algebra or MAT 096   
Concurrent Requisite: CHE 103L 
Core Area: Natural Science – Chemistry, Natural Science - Lab   
The first in a two-course sequence designed to provide a solid background in chemistry as required for understanding the 
functioning of biological systems at the molecular level.  This course will include the general background in the dynamic and 
structural features of chemistry."
CHE 104,BASIC CHEMISTRY II,3,"Prerequisite:  CHE 103   
Concurrent Requisite: CHE 104L   
Students will complete the study of organic chemistry and elementary biochemistry as required for an understanding of the 
functioning of biological systems at the molecular level. 
 
CHE 103L/104L - BASIC CHEMISTRY I, II LABORATORY (1, 1) 
Concurrent Requisite: CHE 103 for CHE 103L/CHE 104 for CHE 104L   
A two-course sequence that will elaborate on the basic concepts of chemistry through experimentation in the laboratory.  
The experiments will illustrate principles of general, organic and biochemistry."
CHE 111,GENERAL CHEMISTRY I,3,"Prerequisite:  CHE 101, high school chemistry or the equivalent; successful completion or testing out of MAT 096   
Concurrent Requisite: CHE 111L 
Core Area: Natural Science - Chemistry   
A course offering a concise overview of the basic principles of chemistry, including atomic theory, gas laws, the mole concept, 
stoichiometry, periodicity, and the study of chemical equilibrium and oxidation reduction principles. 
 
CHE 111L/113L - GENERAL CHEMISTRY I, II LABORATORY (1, 1) 
Prerequisite:  CHE 111L for CHE 113L   
Concurrent Requisite:  CHE 111 for CHE 111L/CHE 113 for CHE 113L 
128 | COURSES OF INSTRUCTION 
 
Core Area: Natural Science - Lab   
A two-course sequence studying modern chemical analysis and emphasizing basic laboratory techniques as well as chemical 
instrumentation and applications in the identification, separation, and quantitative determination of chemical species."
CHE 113,GENERAL CHEMISTRY II,3,"Prerequisite:  CHE 111   
Concurrent Requisite: CHE 113L   
A course following CHE 111 by studying the principles of thermodynamics and kinetics as applied to chemical systems.  Redox 
equilibria, electrochemistry, and the rates and mechanisms of chemical reactions will also be examined."
CHE 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
CHE 220,ORGANIC CHEMISTRY I,3,"Prerequisite:  CHE 111/111L, CHE 113/113L   
Concurrent Requisite:  CHE 220L   
An introductory course in the chemistry of carbon compounds for chemistry majors, biology majors, and pre professional 
students.  This course will cover the nomenclature and structural features of the common classes of organic compounds, the 
elements of stereochemistry, substitution reactions, and elimination reactions. 
 
CHE 220L/240L - ORGANIC CHEMISTRY I, II LABORATORY (1, 1) 
Concurrent Requisite:  CHE 220 for CHE 220L/CHE 240 for CHE 240L.   
A two-course sequence covering the common techniques for isolating and purifying organic compounds, the use of 
spectroscopic, and chemical techniques for characterizing these substances, and examples of syntheses involving a variety of 
functional groups.  Particular attention will be given to chromatographic and spectroscopic analysis."
CHE 240,ORGANIC CHEMISTRY II,3,"Prerequisite:  CHE 220   
Concurrent Requisite:  CHE 240L   
Follows CHE 220 in discussing the reactions of aliphatic and aromatic compounds.  The reactions of the common functional 
groups will be included, along with multi step syntheses."
CHE 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
CHE 301,THE CHEMICAL LITERATURE,1,"Prerequisite:  Permission of the instructor   
A course focusing on the nature and use of chemical literature.  The student will gain experience in searching the literature, 
preparing bibliographies, and writing a documented research paper."
CHE 304,INTRODUCTION TO CHEMICAL RESEARCH,1,"Prerequisite: CHE 301   
An introduction to basic research areas and methods in chemistry.  Students will be required to select a senior research 
project, perform an extensive search of the chemical literature to collect background information, and present an acceptable 
research proposal."
CHE 308,SELECTED TOPICS IN CHEMISTRY,Variable Credit,A special topics course is offered for material not covered in any of the regularly scheduled courses for non-chemistry majors.
CHE 313,PHYSICAL CHEMISTRY I,3,"Prerequisite:  CHE 113, MAT 152, PHY 141   
Recommended Prerequisite: MAT 201   
Concurrent Requisite: CHE 313L.   
Assuming the mathematical techniques learned in calculus and the foundations laid in CHE 113, this course both expands and 
deepens the student's knowledge and ability to use the laws and principles of thermodynamics and kinetics as applied to 
chemical systems.  Mathematical derivations, graphical analysis, and problem-solving methods are stressed.  
COURSES OF INSTRUCTION 
 | 129 
CHE 313L/314L - PHYSICAL CHEMISTRY I, II LABORATORY (1, 1) 
Concurrent Requisite: CHE 313 for CHE 313L/CHE 314 for CHE 314L   
A two-course lab sequence that allows students to investigate and interpret dynamic chemical systems.  Students will perform 
experiments involving reaction kinetics, activation energies, and equilibrium constants.  Additionally, students will use 
molecular modeling to calculate molecular energies/vibration as well as use spectroscopy to analyze vibration-rotation 
spectra."
CHE 314,PHYSICAL CHEMISTRY II,3,"Prerequisite:  CHE 313   
Recommended Prerequisite: MAT 202   
Concurrent Requisite: CHE 314L   
A rigorous, though limited, quantum mechanical approach to chemical structure and bonding.  Mathematical derivations and 
solution of problems of chemical interest are stressed."
CHE 339,BIOCHEMISTRY I,3,"Prerequisite: CHE 240 
This course focuses on examining the structure and function of biomolecules, including proteins, carbohydrates, lipids, and 
nucleic acids. The metabolism and energy transformation of biomolecules is also covered."
CHE 340,BIOCHEMISTRY II,3,"Prerequisite: CHE 339   
This course will focus on understanding the basics of anabolic pathways which include the synthesis of carbohydrates, lipids, 
proteins, and nucleic acids. In addition, hormonal regulation, gene regulation, membrane transportation, and biosignaling 
will also be discussed. 
 
CHE 342L – INTRODUCTION TO BIOCHEMISTRY LABORATORY METHODS (1) 
Prerequisite: CHE 240 
Corequisite: CHE 339   
This course is an overview of biochemical laboratory methods that include isolation, purification, and characterization of 
proteins and nucleic acids. It is designed to familiarize students with common techniques that are currently used in 
biochemistry research. This course will enhance their understanding of biochemical principles by hands-on application of 
bioethical techniques."
CHE 355,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
CHE 358,ADVANCED INORGANIC CHEMISTRY,4,"CHE 358L - ADVANCED INORGANIC CHEMISTRY LABORATORY 
 
 
Prerequisite:  Completion of sophomore level chemistry   
An in-depth lecture and laboratory course covering all areas of Inorganic Chemistry.  Topics to be covered include the atomic 
structure of atoms, bonding theory, symmetry and group theory, acid-base and donor/acceptor chemistry, the crystalline 
solid state, main group chemistry, coordination chemistry, and facets of organometallic chemistry.  The integrated laboratory 
component of the course will center on the synthesis and characterization of inorganic compounds using various techniques 
and instrumentation."
CHE 370,SELECTED PROJECTS IN CHEMICAL RESEARCH,1-3,"Prerequisite: CHE 111/111L, CHE 113/113L, departmental permission   
A course offering students the opportunity to perform research under the direction of one of the faculty members in the 
department.  It is expected that the focus of the research will vary according to the research interests of the faculty advisor 
as well as the student."
