code,name,credit hours,description
CIS 137,CISCO I,3,"This course will provide the skills to install, 
operate, and troubleshoot a small enterprise 
branch network, including basic network 
security using Local Area Networks (LANs), 
Wide Area Network (WAN) and Internet 
Protocol version 6 (IPv6). Students will have 
the opportunity to focus on Cisco certification 
that validates the skills required for entry-level 
network support positions.
(2 lec/3 lab) 
3 sem hrs"
CIS 142,JavaScript Programming,3,"This course is designed to introduce the student 
to JavaScript. Concepts and techniques include 
integrating Hypertext Markup Language 
(HTML) with JavaScript, creating pop-up 
windows, adding scrolling messages, enhancing 
image and form objects using Cascading Style 
Sheets (CSS), working with cookies, and using 
Document Object Model (DOM) events, using 
collections or arrays, among others. Students 
are also exposed to asynchronous JavaScript 
and eXtensible Markup Language (XML) 
(AJAX) applications.
Recommended Prereq: WEB110; CIS115.
(2 lec/2 lab) 
3 sem hrs"
CIS 150,Computer Science I: Java ,3,"Programming
The first in a sequence of courses for majors 
in Computer Science introduces a disciplined 
approach to problem-solving and algorithm 
development, in addition to an introduction 
to procedural and data abstraction using 
the Java programming language. Covers: 
selection, decision, repetition, and sequence 
control structures; program design, testing, 
and documentation using good programming 
style; block-structured high-level programming 
languages; and arrays, records, and files. 
Introductory Object-Oriented Programming 
concepts such as classes, information hiding 
and encapsulation are also covered.
Recommended Prereq: CIS115.  
Prereq: C or better in MTH069 or MTH072 or 
placement by appropriate measures.
IAI: CS 911.
(2 lec/2 lab) 
3 sem hrs"
CIS 176,Windows Server ,3,"Administration
This course provides a hands-on introduction 
and examination of the architecture and 
features of Windows Server. Topics include 
using a network, storage, performance 
and commands or utilities. Repeatable to a 
maximum of 6 semester hours for version 
updates; 3 semester hours may apply to a degree 
or certificate.
Recommended Prereq: CIS170 or concurrent 
enrollment.
(3 lec/0 lab) 
3 sem hrs"
CIS 180,Linux Operating System,3,"This course builds a thorough understanding 
of the Linux operating system and is designed 
to teach students to set up and administer the 
Linux operating system. Topics include: the 
role Linux plays in today's operating systems 
and Internet market, use of utility commands, 
navigation of file system structure; Linux 
internals including process management, and 
networking elements. Other topics covered 
include hardware and software installation and 
customization.  Repeatable to a maximum of 12 
semester hours; 3 semester hours may apply to 
a degree or certificate.
(3 lec/1 lab) 
3 sem hrs"
CIS 185,Game Design,N/A,"Students learn the tasks involved in the game 
development cycle and create game design 
documents. Game concepts and worlds, 
storytelling, character and user interface design, 
core mechanics and balance are examined. 
While learning how to design their own game, 
the students discuss, analyze and implement 
design techniques. In addition, students discuss 
the major game genres and identify the design 
patterns and unique creative challenges that 
characterize them.  Repeatable to a maximum"
of 12,semester hours; three semester hours may ,3,"apply to a degree or certificate.
(2 lec/2 lab) 
3 sem hrs"
CIS 186,Game Development,3,"This introductory course in game development 
includes object-oriented, event-driven, 
interactive programming techniques. Students 
write various 2-D games. Topics include sprite 
creation and manipulation, and working with 
physics, as it relates to games. Various types of 
games are discussed and developed. Emphasis 
is placed on good game design and game play.  
Repeatable to a maximum of 12 semester hours; 
three semester hours may apply to a degree or 
certificate.
Recommended Prereq: CIS115.
(2 lec/2 lab) 
3 sem hrs
106
2023/2024
Course Descriptions
Computer Information Systems"
CIS 200,Cloud Technology,3,"This course provides an introduction to the 
private cloud including the architecture and 
infrastructure, and the core issues of cloud 
computing such as security, privacy, and 
interoperability. Students will be prepared 
to work with large cloud technology service 
providers, implement smaller scale cloud 
computing solutions within a network 
environment and provide appropriate 
recommendations and solutions according 
to the applications used. Focus will be on the 
effective implementation and maintenance of 
private clouds with a balance of conceptual 
expertise and hands-on skills.
(2 lec/2 lab) 
3 sem hrs"
CIS 202,Database Management,3,"This course discusses the relational database 
model and capabilities of standard database 
management system (DBMS) packages. 
Students are guided through database design 
using normalization and data modeling using 
the entity-relationship model and creating 
database tables. Strong foundation is provided 
in the structured query language (SQL) 
language and database Access standards. 
Projects provide practical experiences 
designing, building, and updating a database.
(3 lec/0 lab) 
3 sem hrs"
CIS 205,Information Technology ,3,"Project Management
This course explains the foundations of 
project management - project integration, 
scope, time, cost, quality, human resources, 
communications, risk and procurement - using 
the experiences of real-life businesses. Topics 
include the project management process, 
Gantt charts, project charters, and structure. 
Repeatable to a maximum of 12 semester hours; 
3 semester hours may apply to a degree or 
certificate.
(2 lec/2 lab) 
3 sem hrs"
CIS 206,Managing Network ,3,"Environments
This course provides a hands-on introduction 
and examination of the architecture and 
features of Windows Server and is designed 
to give the student knowledge and practical 
experience in administering a Microsoft Server 
network. Students will be able to describe 
the principle features of a network operating 
system and the networking basics of active 
directory. Students will gain an understanding 
of the basic components of an information 
technology system, troubleshoot the installation 
of the network operating system, set up users 
and groups, and assign group policy and 
permissions of a network including storage 
and performance. This course will assist the 
student in preparing for an industry recognized 
certification exam.
Prereq: CIS122.
(2 lec/2 lab) 
3 sem hrs"
CIS 208,Penetration Testing,3,"This course teaches students the underlying 
principles and many of the techniques 
associated with the cybersecurity practice 
known as penetration testing (PEN testing). 
Students will learn about the entire 
penetration testing process including planning, 
reconnaissance, scanning, exploitation, post-
exploitation, and result reporting. The course 
will provide the fundamental information 
associated with each of the methods employed 
and insecurities identified. In all cases, remedial 
techniques will be explored. Topics include 
security strategies, the investigation and the 
mitigation of data risks, security plans and 
protecting data assets against attacks.
Prereq: CIS131.
(2 lec/2 lab) 
3 sem hrs"
CIS 210,Ethical Hacking,3,"This course provides an in-depth understanding 
of how to effectively protect computer 
networks. Students will learn the tools and 
penetration testing methodologies used by 
ethical hackers. In addition, the course provides 
a thorough discussion of what and who an 
ethical hacker is and how important they are 
in protecting corporate and government data 
from cyber-attacks. Students will learn updated 
computer security resources that describe 
new vulnerabilities and innovative methods to 
protect networks. Also covered is a thorough 
update of federal and state computer crime 
laws, as well as changes in penalties for illegal 
computer hacking.
Prereq: CIS180.
(2 lec/2 lab) 
3 sem hrs"
CIS 211,Firewalls and VPNs,3,"This course examines major network security 
tools, thoughtful security planning, well-
designed information security policies 
with integrated support from anti-virus 
software and their role in implementing a 
successful information security program, 
intrusion detection systems, and related tools. 
Coverage includes information and network 
security concepts such as packet filtering, 
authentication, proxy servers, encryption, 
bastion hosts, virtual private networks (VPNs), 
log file maintenance, and intrusion detection 
systems. Students will also learn about and 
understand management's use of relevant 
National Institute Standards and Technology 
guidelines that are used by businesses and 
information technology professionals.
Prereq: CIS180.
(2 lec/2 lab) 
3 sem hrs"
CIS 230,Computer Science II: C++ ,3,"Programming
The second in a sequence of courses for majors 
in Computer Science. Topics covered include: 
design and implementation of large-scale 
problems; abstract data types; data structures 
(files, sets, lists, stacks, queues, and trees); 
program verification and complexity; recursion; 
dynamic concepts(memory, scope, block 
structures); text processing; object-oriented 
programming concepts such as inheritance 
and polymorphism, and an introduction to 
searching and sorting algorithms. This course 
will use the C++ programming language.
Prereq: CIS130 or consent of instructor.
IAI: CS 912.
(2 lec/2 lab) 
3 sem hrs"
CIS 237,CISCO II,3,"The Cisco Certified Network Associate 
(CCNA) Routing and Switching certification 
validates the ability to install, configure, operate 
and troubleshoot medium-sized routed and 
switched networks. CCNA professionals have 
the knowledge and skills to make connections 
to remote sites via a wide area network (WAN) 
and mitigate basic security threats. The course 
covers, but is not limited to the use of these 
topics: iOS, Internet Protocol version 6 (IPv6), 
Internet Protocol version 4 (IPv4), Open 
Shortest Path First (OSPF), Cisco Licensing, 
Enhanced Interior Gateway Routing Protocol 
(EIGRP), Serial Line Interfaces, Frame Relay 
interfaces Virtual Local Access Networks 
(VLANs), Ethernet, variable-length subnet 
mask (VLSM), and basic traffic filtering.
Prereq: CIS137.
(2 lec/3 lab) 
3 sem hrs
107
www.waubonsee.edu
Course Descriptions
Computer Aided Design and Drafting"
CIS 250,Computer Science II: Java ,3,"Programming
The second in a sequence of courses for 
majors in Computer Science. Covers: design 
and implementation of large-scale problems; 
abstract data types; data structures (files, 
sets, lists, stacks, queues, and trees); program 
verification and complexity; recursion; 
dynamic concepts (memory, scope, block 
structures); text processing; object-oriented 
programming concepts such as inheritance 
and polymorphism, and an introduction to 
searching and sorting algorithms.
Prereq: CIS150.
IAI: CS 912.
(2 lec/2 lab) 
3 sem hrs"
CIS 252,Mobile Device Application ,3,"Programming
Developing and programming mobile device 
applications using the Android operating 
system and Java programming language are 
introduced in this course. Students will have 
the information they need to create their own 
applications for mobile phones, tablets and 
other devices. Focus will be on the Android 
framework and activity lifecycle, user interface 
programming, location aware applications, 
list-detail architecture, network enabled 
applications and database applications.
Recommended Prereq: CIS150.
(2 lec/2 lab) 
3 sem hrs"
CIS 261,PHP Web Server Programming,3,"This course introduces students to the PHP 
language and issues associated with writing 
applications on a Linux Web server. Topics 
covered include Common Gateway Interface 
(CGI) programming and integrating database 
management software with applications on the 
Linux platform. Repeatable to a maximum of 9 
semester hours; 3 semester hours may apply to 
a degree or certificate.
Recommended Prereq: WEB110; CIS115.
(2 lec/2 lab) 
3 sem hrs"
CIS 296,Special Topics/Information ,1 to 3,"Systems
This course offers in-depth exploration of a 
special topic, issue or trend in the information 
systems field. Repeatable to a maximum of 
12 semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(0 to 3 lec/0 to 6 lab) 
1 to 3 sem hrs
Computer Aided Design/
Drafting  (CAD)"
CAD 100,Technical Drawing I,3,"This course includes study and practice in 
technical drawing through the development 
of technical sketching, dimensioning and 
tolerancing, multi-view projection, pictorial 
drawing, section view, auxiliary view, 
revolutions, intersections and development, 
working drawings and drawing reproduction.
Note: This course is offered to high school dual-
credit students only.
Recommended Coreq: CAD102.
(2 lec/2 lab) 
3 sem hrs"
CAD 102,AutoCAD I,3,"This course introduces computer aided drafting 
using AutoCAD to set up drawings and add 
lines, circles, arcs, other shapes, geometric 
constructions, and text. Students use display 
and editing techniques to obtain information 
about their drawings and work with drawing 
files. This course examines basic dimensioning 
concepts. Repeatable to a maximum of 12 
semester hours;  3 semester hours may apply to 
a degree or certificate.
Note: It is recommended students have PC 
experience with MS Windows and basic 
keyboarding skills.
Recommended Coreq: EGR 101.
(2 lec/2 lab) 
3 sem hrs"
CAD 118,Technical Drawing II,3,"This course is designed to build on the skills 
acquired in the AutoCAD I course. Students 
learn how to properly create and detail 
orthographic views with both conventional 
and geometric tolerances, and to annotate 
working drawings according to ANSI-American 
National Standards Institute standards. 
Additional topics of study include: dynamic 
blocks, block attributes, external reference files, 
assembly layouts, bill of materials, fasteners and 
weldments.
Note: This course is offered to high school dual-
credit students only.
Recommended Prereq: CAD100 or consent of 
instructor.
Recommended Coreq: CAD120.
(2 lec/2 lab) 
3 sem hrs"
CAD 120,AutoCAD II,3,"This course is designed to build on the skills 
acquired in the AutoCAD I course. Students 
learn how to properly create and detail 
orthographic views with both conventional 
and geometric tolerances, and to annotate 
working drawings according to ANSI-American 
National Standards Institute standards. 
Additional topics of study include: dynamic 
blocks, block attributes, external reference files, 
assembly layouts, bill of materials, fasteners and 
weldments. Repeatable to a maximum of 12 
semester hours; 3 semester hours may apply to 
a degree or certificate.
Prereq: CAD102 or consent of instructor.
(2 lec/2 lab) 
3 sem hrs"
CAD 122,Geometric Dimensioning and ,2,"Tolerancing
This course introduces the student to the 
principles of geometric dimensioning 
and tolerancing (GD&T). Topics include 
part dimensional control techniques, 
interchangeability of parts, and the differences 
between traditional dimensioning and 
geometric dimensioning. Symbols and terms 
for dimensioning datum and material condition 
symbols are studied. Various tolerances of form, 
profile, orientation run-out and location are 
demonstrated using geometric dimensioning 
and tolerancing (GD&T) principles. Feature 
control frames are discussed. The student is 
expected to interpret all geometric tolerances 
and dimensions from a print of intermediate 
complexity.
Recommended Coreq: CAD102, EGR101.
Prereq: MTT110 with a C or better.
(2 lec/0 lab) 
2 sem hrs"
CAD 125,MicroStation I,3,"This course introduces computer aided drafting 
using MicroStation to set up drawings and add 
lines, circles, arcs, other shapes, geometric 
constructions, and text. Students use display 
and editing techniques to obtain information 
about their drawings and work with drawing 
files.
Recommended Coreq: EGR101.
(2 lec/2 lab) 
3 sem hrs"
CAD 127,Residential Architecture,3,"This course is a study of basic drafting 
techniques that includes lines, lettering 
instruments and orthographic projection. 
Students develop floor plans, elevation, sections 
and building specifications using Building 
Information Management Software (BIM) for 
use in residential building architecture.
Prereq: CAD102 or EGR101.
(2 lec/2 lab) 
3 sem hrs
108
2023/2024
Course Descriptions
Computer Aided Design and Drafting"
CAD 129,Commercial Architecture,3,"Students develop a set of drawings for a small 
commercial building to meet a developer's 
specifications. The design process includes 
a review of the site for automobile access, 
building codes requirements including 
Americans with Disabilities Act (ADA) 
specifications, and a set of drawings complete 
with site plan, floor plans, ceiling plans, 
elevations and detail wall sections using 
Building Information Management Software 
(BIM) for use in commercial building 
architecture. Heating and ventilating, plumbing, 
electrical, and sprinkler planning are covered.
Prereq: CAD127.
(2 lec/2 lab) 
3 sem hrs"
CAD 131,Civil Engineering,3,"Civil Engineering presents the fundamentals of 
civil drafting as it relates to land development, 
property design, topographical and profile 
layouts, subdivision, and road concepts. 
Students will learn to use Civil 3D software as a 
tool in civil engineering drafting.
Prereq: CAD102 or EGR101.
(2 lec/2 lab) 
3 sem hrs"
CAD 240,Introduction to Parametric ,3,"Modeling Using SolidWorks
Using SolidWorks software, this course 
focuses on 3-D solid parametric modeling in 
an engineering design environment. Hands-on 
learning in basic sketch profiles with constraint 
based 2-D shape control is studied. Part design, 
Boolean operations, placed features, parametric 
features, dimensions and constraints, design 
modification of solid part, analyzing and 
documentation of the part or parts are also 
covered. Bi-directional control of 3-D model to 
2-D part drawing is studied. The use of rapid 
prototyping techniques for model creation and 
design, analysis and redesign are incorporated. 
Repeatable to a maximum of 12 semester hours; 
3 semester hours may apply to a degree or 
certificate.
Prereq: CAD120, CAD122 and EGR101 or 
consent of instructor. Recommended Co-req: 
CAD241.
(2 lec/2 lab) 
3 sem hrs"
CAD 241,Introduction to Parametric ,3,"Modeling Using Inventor
Using Inventor software, this course focuses 
on 3-D solid parametric modeling in an 
engineering design environment. Hands-on 
learning in basic sketch profiles with constraint 
based 2-D shape control is studied. Part design, 
Boolean operations, placed features, parametric 
features, dimensions and constraints, design 
modification of solid parts, analyzing and 
documentation of the part or parts are also 
covered. Bi-directional control of 3-D model to 
2-D part drawing is studied. The use of rapid 
prototyping techniques for model creation and 
design, analysis and redesign are incorporated.
Prereq: CAD120, CAD122 and EGR101 or 
consent of instructor. Recommended Co-req: 
CAD240.
(2 lec/2 lab) 
3 sem hrs"
CAD 242,Advanced Parametric ,3,"Modeling Using SolidWorks
This course uses local and global parameters 
in the area of 3-D parametric solid modeling 
with SolidWorks software. Students learn 
to control parts with design variables, 3-D 
constraints, variable dimensions, table driven 
parts, mathematical operators and adaptive 
technology. Assembly constraints are placed 
on components that are linked to one another, 
and the overall engineering design process 
through the revision process is addressed. The 
effective use of global parameters in managed 
assemblies, control of the assembly, interference 
checking, design elements and documentation 
of the assembly is examined, and rapid 
prototyping design creation and engineering 
analysis of models are included. Repeatable to 
a maximum of 12 semester hours; 3 semester 
hours may apply to a degree or certificate.
Prereq: CAD240.
(2 lec/2 lab) 
3 sem hrs"
CAD 243,Advanced Parametric ,3,"Modeling Using Inventor
This course introduces the use of local and 
global parameters in the area of 3-D parametric 
solid modeling with Inventor software. Students 
learn to control parts with design variables, 3-D 
constraints, variable dimensions, table driven 
parts, mathematical operators and adaptive 
technology. Assembly constraints are placed 
on components that are linked to one another, 
and the overall engineering design process 
through the revision process is addressed. The 
effective use of global parameters in managed 
assemblies, control of the assembly, interference 
checking, design elements and documentation 
of the assembly is examined, and rapid 
prototyping design creation and engineering 
analysis of models are included.
Prereq: CAD241.
(2 lec/2 lab) 
3 sem hrs
Construction 
Management  (CMT)"
CMT 101,The Construction Industry,3,"This survey course provides an introduction 
to the construction industry, including 
terminology, career paths and roles in 
estimating, site supervision, project 
management, and the trades. Also addressed 
are related areas of design, engineering, 
inspection and planning. Commercial, heavy/
highway/infrastructure, industrial, institutional, 
and residential industry segments are explored.
(3 lec/0 lab) 
3 sem hrs"
CMT 105,Print Reading for ,3,"Construction
Civil, architectural and structural drawings 
commonly used in residential, light commercial 
buildings, industrial construction and land 
development are studied in this course. 
Plan views, elevations, sections, details and 
schedules are examined in depth.
Recommended Coreq: CMT111.
(3 lec/0 lab) 
3 sem hrs"
CMT 111,Construction Materials and ,3,"Methods I
This survey course introduces building 
materials, and installation procedures and 
techniques, used in the construction of a 
building shell. Subjects include earthwork, 
concrete, masonry, steel and wood 
construction, building cladding, roofing, 
exterior windows and doors.
(3 lec/0 lab) 
3 sem hrs"
CMT 115,Construction Materials and ,3,"Methods II
This survey course introduces building 
materials, and installation procedures and 
techniques, used in the interior completion 
of a building. Subjects include various 
finishes, flooring, coatings, specialties, 
cabinets, countertops, trim, interior doors and 
mechanical, electrical, and plumbing systems.
Recommended Prereq: CMT111.
(3 lec/0 lab) 
3 sem hrs
109
www.waubonsee.edu
Course Descriptions
Early Childhood Education
Criminal Justice  (CRJ)"
CRJ 100,Introduction to Criminal ,3,"Justice
A survey and analysis of the criminal 
justice system, including an historical and 
philosophical overview of the development, 
with special emphasis on the system's primary 
components and the relationship of these 
components in the administration of criminal 
justice in the United States.
IAI: CRJ 901.
(3 lec/0 lab) 
3 sem hrs"
CRJ 101,Introduction to Corrections,3,"An overview and analysis of the United States 
correctional system: history, evolution, and 
philosophy of punishment and treatment; 
operation and administration in institutional 
and non-institutional settings; and issues in 
constitutional law.
IAI: CRJ 911.
(3 lec/0 lab) 
3 sem hrs"
CRJ 107,Juvenile Justice,3,"An overview and analysis of the juvenile justice 
system in the United States. History and the 
philosophies of society's reaction to juvenile 
behavior and problems. Interaction among the 
police, judiciary, and corrections are examined 
within the context of cultural influences. 
Introduces theoretical perspectives of causation 
and control.
Prereq: CRJ100.
IAI: CRJ 914.
(3 lec/0 lab) 
3 sem hrs"
CRJ 120,The American Court System,3,"This course studies the American criminal 
court system and its relationship with law 
enforcement and corrections. Focusing on the 
adult criminal court system, topics include 
the dynamics of the court system, the pivotal 
role the court plays in the criminal justice 
system, and the court's relationship with the 
juvenile justice system. Processing of criminal 
court cases, courtroom workgroups, judicial 
discretion, and plea negotiation will be 
emphasized.
(3 lec/0 lab) 
3 sem hrs"
CRJ 200,Criminal Investigation,3,"This course introduces students to the 
fundamentals of criminal investigation. Topics 
include an examination of the preliminary and 
follow-up investigation, probable cause and the 
fundamental components of arrest and search 
warrants, crime scene search, and collection 
and preservation of evidence. Interviewing 
witnesses and victims, United States Supreme 
Court case Miranda v Arizona, custodial and 
non-custodial interrogation of suspects, rules 
governing the admissibility of evidence in court 
testimony are also covered.
Prereq: CRJ100.
(3 lec/0 lab) 
3 sem hrs"
CRJ 220,Criminal Law,3,"This course examines and analyzes the 
structure and function of substantive criminal 
law and the principles of criminal law. The 
acts, mental state, and attendant circumstances 
that are the necessary elements of crime are 
included. Statutory law and case law regarding 
search, seizure and use of force will be 
discussed. Criminal law, as it relates to probable 
cause and totality of the circumstances, will be 
emphasized.
Prereq: CRJ100 or PLG100..
(3 lec/0 lab) 
3 sem hrs"
CRJ 230,Criminology,3,"An introduction to the multi-disciplinary 
study and analysis of the nature, causes, and 
control of crime; measurement of crime; and 
the interactive roles of the system, victim, and 
offender.
Prereq: CRJ100.
IAI: CRJ 912.
(3 lec/0 lab) 
3 sem hrs
Disability Studies  (DIS)"
DIS 101,Disability in Society,3,"It has been estimated that nearly 1 in 5 people 
over the age of 12 have a disability. This course 
is intended to give students working definitions 
of types of disabilities, as well as to provide 
an overview of various disability models and 
stereotypes. Students explore the experience of 
disability through case studies, guest speakers, 
and role play.
(3 lec/0 lab) 
3 sem hrs"
DIS 110,Perspectives on Disability,3,"Over 20 percent of people in the United 
States are identified as having a disability. This 
course expands students' understanding of the 
impact of a disability throughout the lifespan. 
Topics include the history, economics, and 
geographical perspectives of disability, a study 
of disability in infancy, inclusion in education, 
adolescence, and adulthood.
Recommended Prereq: DIS101.
(3 lec/0 lab) 
3 sem hrs"
DIS 296,Special Topics for Disability ,1 to 3,"Studies
This course offers in-depth exploration of 
a special topic, issue or trend in the field of 
disability studies. Repeatable to a maximum of 
12 semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs
Early Childhood 
Education  (ECE)"
ECE 101,Introduction to Early ,3,"Childhood Education
Introducing students to the field of early 
childhood education, this course presents 
an overview of the philosophy, structure 
and organization of early childhood care 
and education in the context of appropriate 
practices. Students examine how their own 
personal qualities relate to the expectations 
of the field, and they study and observe 
developmentally appropriate practices in 
different types of early childhood programs. 
Students also review the state and federal 
regulations that govern early childhood 
programs.
(3 lec/0 lab) 
3 sem hrs"
ECE 102,Career Explorations in Early ,3,"Childhood
This course examines the responsibilities of an 
early childhood professional, including practical 
guidelines for providing care for preschool-
aged children and their families. State and 
local requirements, guidance techniques, 
communication with parents, health, safety 
and nutrition, learning experiences and 
multicultural education are all discussed.
(3 lec/0 lab) 
3 sem hrs"
ECE 106,Guiding Young Children,3,"This course offers a study of early childhood 
guidance theories and practices. Emphasis is 
placed on the identification and application of 
positive guidance methods and techniques for 
the young child's optimal development. Cultural 
and societal influences and the impact they 
have on a child's behavior are also explored. 
Recording and observing behavior of teachers 
and children is a strong component. Field 
observations are required.
(3 lec/0 lab) 
3 sem hrs"
ECE 115,Child Growth and ,3,"Development
This course provides a foundation in the theory 
and principles of child development from the 
prenatal through adolescent stages. Students 
examine the theories of Piaget, Erikson, 
Vygotsky, Skinner and others in an in-depth 
study of children's physical, social, emotional, 
cognitive, language and aesthetic development. 
Emphasizing implications for early childhood 
education practice, child development is also 
explored in the context of gender, family, 
culture and society.
(3 lec/0 lab) 
3 sem hrs
110
2023/2024
Course Descriptions
Early Childhood Education"
ECE 120,"Health, Safety and Nutrition",3,"This course explores the personal health of 
students and the health, safety and nutrition 
needs of children in group settings. Students 
examine the Illinois Department of Children 
and Family Services licensing standards, 
procedures for providing safe environments for 
children, assessment of children's health, and 
the nutritional requirements of children.
(3 lec/0 lab) 
3 sem hrs"
ECE 125,"Child, Family and Community",3,"This course is a comprehensive study of 
the child as they relate to their family and 
community. Emphasis is on communication, 
diversity, professionalism and social policy. 
An in-depth study of community resources is 
included.
(3 lec/0 lab) 
3 sem hrs"
ECE 130,Observation and Assessment,3,"This course provides the framework for 
observing, documenting and assessing in the 
field of early childhood education. Various 
observation and assessment methods and 
strategies are explored and evaluated as they 
relate to the developing child and his/her 
culture and family. Extensive observation is a 
vital part of this course.15 hours of observation 
are required for this course.  
(2.5 lec/1 lab) 
3 sem hrs"
ECE 140,Inclusion in Early Childhood: ,3,"Birth Through Age Eight
This course provides students with the 
tools and skills to work with children with 
developmental differences. The focus of 
the course is on inclusion, including the 
identification of developmental differences; 
assessment and referral practices; the 
adaptation of curriculum and learning 
environments, and the development of 
community support and parent/teacher 
partnerships.
(3 lec/0 lab) 
3 sem hrs"
ECE 145,Multiculturalism in Early ,3,"Childhood
This course focuses on the implementation of 
cultural and anti-bias education with young 
children. Emphasizing the development of 
practical applications that balance classroom 
daily routines, curriculum and teaching 
strategies with the child's home culture, the 
course presents effective ways that teachers can 
assist children in learning to respect, appreciate 
and develop positive interactions with 
people different than themselves. Theories of 
multicultural education and the student's own 
cultural identity and attitudes toward others are 
explored.
(3 lec/0 lab) 
3 sem hrs"
ECE 198,Curriculum for Early ,3,"Childhood Programs
This course provides an overview of the 
planning, implementation and evaluation of 
developmentally appropriate curriculum. Early 
childhood curriculum models are introduced 
and such topics as lesson plans, classroom 
management strategies, scheduling, materials 
and equipment are covered.
(3 lec/0 lab) 
3 sem hrs"
ECE 204,Infant and Toddler Curriculum,3,"This course prepares students to develop and 
implement an infant/toddler curriculum, 
including design of a developmentally 
appropriate learning environment. It examines 
teacher competencies necessary for working 
with infants and toddlers. Supervised field 
observations are required.
(3 lec/0 lab) 
3 sem hrs"
ECE 205,Infant and Toddler Methods ,3,"and Strategies
This course prepares students to develop and 
implement an infant/toddler curriculum, 
including design of a developmentally 
appropriate learning environment. It examines 
teacher competencies necessary for working 
with infants and toddlers. Supervised field 
observations are required.
(3 lec/0 lab)   
3 sem hrs"
ECE 210,Language Arts for the Young ,3,"Child
This course offers a study of the language 
development of preschool children with specific 
emphasis on how language is acquired and 
used from ages 0-8. The course highlights 
developmental milestones in the child's 
language development. Attention is given to 
the selection and use of quality literature with 
young children.
(3 lec/0 lab) 
3 sem hrs"
ECE 212,Foundations of a Multilingual ,3,"Early Childhood Classroom
In this course students will learn about 
simultaneous and sequential multilingual 
development in children ages 0-6 years. 
Language assessment procedures, tools and 
observation methods will be studied and 
implemented. Students will be planning 
and implementing learning activities in a 
multilingual early childhood classroom. 
Strategies to communicate and work in 
cooperation with multilingual families will be 
discussed. 10 hours working in a multilingual 
classroom is required for completion of this 
course.
Recommended Prereq: Completion of ECE145 
Multiculturalism in Early Childhood and 
ECE210 Language Arts for the Young Child or 
concurrent enrollment.
(3 lec/0 lab) 
3 sem hrs"
ECE 215,Creative Activities for the ,3,"Young Child
This course focuses on the theory and 
research related to the creative development 
of young children. Art and music resources 
that encourage children's creativity are also 
addressed.
(3 lec/0 lab) 
3 sem hrs"
ECE 220,Mathematics and Science for ,3,"the Young Child
This course emphasizes the theory and 
developmentally appropriate practices, 
activities and materials for early childhood 
education mathematics and science curricula.
(3 lec/0 lab) 
3 sem hrs"
ECE 225,Play and Creative Expression ,3,"for the Young Child
This course provides a study of different 
theories and types of play. The role of the 
teacher in modeling and facilitating play is 
explored. Choosing appropriate material and 
equipment for play is emphasized.
(3 lec/0 lab)   
3 sem hrs"
ECE 230,Early Childhood Center ,3,"Administration
This course offers a study of guidelines for the 
establishment of childhood settings. Emphasis 
is placed upon the student's understanding 
of the written philosophy of a center and 
the program used by that center. Staffing, 
equipment and budgeting processes are studied. 
The expectations of the state licensing agency 
and other regulating agencies are examined.
(3 lec/0 lab) 
3 sem hrs"
ECE 237,Early Childhood Multilingual ,3,"Classroom - Methods and 
Strategies
In this course students will examine and 
implement key strategies to support 
multilingual and multicultural students in ways 
that value multilingualism and biliteracy in 
Early Childhood classrooms. Creating engaging 
learning environments for all students with 
an emphasis in language and cultural diversity 
will be explored and practiced. Methods and 
philosophies will be developed for positive 
partnership with all children and families 
that are responsive to language and cultural 
differences. 45 hours of documented supervised 
experience in a multilingual classroom are 
required for this course.
Recommended Prereq: Completion of ECE145 
Multiculturalism in Early Childhood, ECE210 
Language Arts for the Young Child and ECE212 
Foundations of a Multilingual Early Childhood 
Classroom or concurrent enrollment.
(2 lec/1 lab) 
3 sem hrs
111
www.waubonsee.edu
Course Descriptions
Economics"
ECE 250,Early Childhood Education ,3,"Practicum
This course combines a supervised, 100-hour 
fieldwork experience with on-campus group 
seminars. The 100 hours of fieldwork will be 
spent in a classroom with children between 
the ages of 3-5 years. It is designed to provide 
students with the opportunity to apply the 
theories, principles and developmentally 
appropriate practices of early childhood 
education. Emphasis is placed on students’
understanding and self-evaluation of their roles 
as teachers of young children and as members 
of a teaching team.
Prereq: Consent of instructor.
(2 lec/6.5 lab) 
3 sem hrs"
ECE 296,Special Topics for Early ,1 to 3,"Childhood Education
This course offers in-depth exploration of 
a special topic, issue or trend in the early 
childhood education field. Repeatable to a 
maximum of 12 semester hours for different 
special topics; 6 semester hours may apply to a 
degree or certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs"
ECE 299,Early Childhood Education ,3,"Administration Internship
Combining academic credit with professional 
experience, this internship allows students 
to learn about, observe and work in the early 
childhood education field. It provides students 
with the opportunity to apply leadership 
skills in a supervised, fieldwork experience, 
with emphasis placed upon students' 
understanding and self-evaluation of their roles 
as administrators of Early Childhood Education 
programs. The internship requires the 
completion of 300 contact hours of experience 
in an administrative role.
Prereq: Consent of instructor.
(0 lec/20 lab) 
3 sem hrs
Earth Science  (ESC)"
