Course Code,Course Title,Credit Hours,Description
CS 320 ,Introduction to Multimedia Authoring ,3,". This course focuses on the basic concepts of computer-based 
multimedia production. Topics included are essentials of interactive multimedia authoring, design planning of a 
multimedia production, building blocks for multimedia productions (text, graphics, sound and video), introduction to 
HyperCard and HyperCard objects (buttons, fields, card, background), use of Hypertalk programming language, and 
introduction to the Authorware authoring tool. Each student is required to complete a semester project. Prerequisite: 
Junior standing."
CS 321 ,Principles of Information Security ,3,". Introduce students to the principles of information security and 
assurance as applied to computer networks. This course includes the foundation for understanding the key issues 
associated with protecting information security assets, determining levels of protection and response to security 
incidents, and designing a consistent, reasonable information system with appropriate intrusion detection and reporting 
features. Students will be exposed to the spectrum of security activities, methods, tools, and procedures. Coverage will 
include inspection and protection of information assets, identification of appropriate pre/post-incident procedures, and 
technical/managerial responses. Prerequisite: CS 104 with a C or better."
CS 328 ,Object Oriented Design with UML ,3,". This course introduces students to UML (Unified Modeling 
Language) and its comprehensive notation for communicating the requirements, architecture, implementation, 
deployment, and states of a system. The students will learn both the concepts and hands-on skills of Object Oriented 
Analysis and Design using UML. The course also deals with the implementation of the UML design in a programming 
language. Prerequisite: CS 109 or CS 206."
CS 330 ,Computers in Society ,3,". This course examines computing as a social process with emphasis on ethical 
issues and the social impact of computerization on local and global organizations. Prerequisite: CS 104."
CS 381 ,Computer Organization ,3,". The primary hardware and software components of a computer system are 
addressed in this course. Topics covered include digital logic and data representation, computer architecture and 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 246 ~ 
 
organization, interfacing and I/O strategies, memory architecture, functional organization, multiprocessing, performance 
enhancements, distributed architectures, devices, and directions in computing. The organization of the CPU, main 
memory, interrupt structure, and addressing techniques as well as assemblers and linker/loaders are also taught. 
Prerequisite: CS 209 with a C or better."
CS 384 ,Operating Systems ,3,". The use of the operating system and other software systems is the core content of 
this course. Topics include tasking and processes, scheduling, task coordination, device management, file systems, 
security, protection and networking. Prerequisite: Junior standing and CS 209 and CS 215."
CS 386 ,Cryptography ,3,". The objective of this course is to learn the concepts of cryptography, its applications and 
importance in cyber security. The course will cover the fundamental concepts of cryptography including historical 
background, number theory, encryption, authentication, public key cryptography, digital signatures and some modern 
cryptography principles. Prerequisite: CS 203 and CS 215."
CS 389 ,Programming in Robotics Systems ,3,". This course is designed to introduce the programming concepts 
involved with autonomous robotics systems. The educational version and off-the-shelf robot kits will be provided and 
used for student projects and assignments. Students will design a simple robotic platform to meet specific goals. A 
common platform is used as practice environment for students to learn programming skills in robotics systems. 
Prerequisite: (CS 109 or CS 206) with a C or better."
CS 401 ,Software Engineering ,3,". This course covers the ideas involved in large scale programming design. The 
software life cycle is covered along with design specifications, verification and validation, and the use of various 
supporting CASE tools. Advanced topics include Agile programming, formal methods and software security. 
Prerequisite: Senior standing and CS 215 and CS 314."
CS 403 ,Senior Problems ,3,. This course concentrates on the implementation and testing of the project designed in
CS 405 ,LINUX with Application Programming ,3,". This course deals with advanced skills related to Linux 
operating systems, programming environments, interfaces, programming tools, and utilities. This course will offer 
detailed programming/scripting skills using different shells, viz., Bourne, C Shell, Bash, tcsh, Perl, etc. In this course, the 
students will learn Linux virtualization and emulation, GNU tools, sockets programming. Prerequisite: CS 314 and CS 
384."
CS 408 ,Wireless Computing ,3,". Advances and new applications in the expanding field of telecommunications and 
wireless computing and networks are investigated. Methodologies and tools for network planning, implementation, 
management, maintenance, and security are described. Topics include asynchronous transfer mode (ATM), synchronous 
optical network/synchronous digital hierarchy (SONET/SDH), Gigabit Ethernet, the Open Systems Interconnection 
(OSI), Reference Model, transmission media, second-generation and third generation wireless networks, network 
protocols, and networking performance. Trends in standardization, internet working, and the development of optical 
networks; WLANs (Wireless Local Area Networks), WMANs (Wireless Metropolitan Networks) and WWANs 
(Wireless Wide Area Networks) and residential networking solutions that feature cable, DSL (Digital Subscriber Line), 
Power line and satellite technologies are considered. Prerequisite: CS 384 with a C or better."
CS 409 ,Introduction to Digital Image Processing ,3,". Focus on the fundamental concepts of image processing and 
computer vision; it’s principles in signal processing, the theory of feature extraction and image analysis, its relation to 
human vision and technology for implementation. Introduce students to MATLAB image processing toolbox. Students 
will understand how to acquire and process images, the nature and operation of basic image processing algorithms and 
their basis. Prerequisite: Senior standing and CS 215."
CS 410 ,Seminar ,3,". This course is intended to enhance students’ overall skills towards professional development. 
This includes writing and presenting technical papers utilizing technical digital/library resources, attending lectures from 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 247 ~ 
 
experts in the industry, visiting computer science related industries. The students will also get the opportunity to work in 
a team on application projects. The topics will be based on current trends in the industry. Prerequisite: (CS 314 and CS 
381) with a C or better."
CS 414 ,Forensic Computing ,3,". The course introduces the undergraduate students to the study of computer 
forensics, including the concepts, tools and techniques necessary for identification, retrieval, preservation, analysis and 
documentation of information from electronic media in matters of suspected unauthorized access to confidential 
information, intellectual property crimes, fraud, piracy, industrial espionage, decryption, destruction of information, etc.  
The course will incorporate demonstrations and laboratory exercises to reinforce practical applications of course 
instruction. Prerequisite: CS 384."
CS 421 ,Computer Security ,3,". This course is designed to introduce undergraduate students to the basic concepts of 
computer security. The students will learn the tools and techniques that can monitor the system for activities by 
unwanted programs such as malware, adware, viruses, worms, trojans, etc. By the end of the course the students are 
expected to learn to use available tools as well as develop and implement programs using different programming 
languages, for computer security. Prerequisite: CS 384."
CS 425 ,Theory of Algorithms ,3,". Formal properties of algorithms are covered here. The use of big O notation is 
covered, along with its use in algorithm analysis. Other topics include recursion, finite automata, secure computing 
principles and algorithms and NP complete problems. Examples of several routine algorithms such as searching and 
sorting are done and assigned as programming projects. Prerequisite: CS 215 and MTH 126."
CS 430 ,Machine Learning ,3,". This course introduces fundamental concepts and methods for Machine Learning and 
Pattern Recognition. Topics include: supervised learning, unsupervised learning, deep learning, learning theory, 
reinforcement learning and adaptive control. The emphasis will be on machine learning algorithms and applications. 
Prerequisite: CS 215 and MTH 237. Corequisites: MTH 453."
CS 435 ,Introduction to Bioinformatics ,3,". This course is designed to introduce students to the fast emerging field of 
Bioinformatics that demands/consists of knowledge mainly from the areas of biology and computer science. The main 
objectives of this course are to prepare the students to analyze the vast biomolecular data and to develop necessary tools 
to analyze. Prerequisite: Senior standing or instructor consent."
CS 440 ,Programming Languages ,3,". In this course, comparisons are made between several modern programming 
languages. Language syntax, use, and structure are covered. Programming assignments in these languages are made. 
Prerequisite: CS 314."
CS 450 ,Artificial Intelligence ,3,". This is an introduction to the uses and techniques of artificial intelligence. Topics 
covered include knowledge representation, natural languages, machine learning, vision, and expert systems. 
Programming projects will be assigned. Prerequisite: CS 215 with a C or better."
CS 483 ,Compilers ,3,". This course is a study of formal grammars, syntactic and semantic analysis, code generation, 
and other topics necessary to understand how compilers translate high-level languages into machine form. Programming 
projects are assigned. Prerequisite: Senior standing, CS 215. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 248 ~"
CS 484 ,Internship ,3,". The computer science internship program gives senior level undergraduates an opportunity to 
gain valuable, practical experience in the professional work environment. An internship consists of approved part-time 
employment over one semester with cooperation between the student’s advisor and the employer. Prerequisite: CS 314 
with a C or better or instructor consent."
CS 485 ,Introductions to Data Communications and Networks ,3,". This is a course covering data communications 
concepts and systems, communications networks, communication processors, network protocol, and local area networks. 
Prerequisite: CS 381 with a C or better."
CS 486 ,Network Security ,3,". This course introduces fundamental concepts and methods of Network Security and 
Intrusion detection. This course explores security at different network layers. Examines wireless security. Introduces 
fundamental skills and tools used for intrusion detection and penetration analysis. Prerequisite: CS 215 or CS 485."
CS 488 ,Database Systems ,3,". A study of the basic issues in database design, including database interfaces, data 
structures used the relational model, and query languages. A commercially available database package will be used to 
give students exposure to these concepts. Prerequisite: CS 215."
CS 490 ,High Performance Computing ,3,". This course serves as an introduction to the areas of parallel and 
structured computers. The course covers distributed computers in networks, multiprocessors, and pipelines. Architectural 
considerations, algorithm design, and performance measures are also covered. Prerequisite: (CS 215 and CS 381) with a 
C or better. 
 
Communicative Sciences & Disorders"
CSD 202 ,Survey of Communication Disorders ,3,". A broad survey of the field of speech-language pathology and 
audiology. Prerequisite: CSD advisor consent."
CSD 203 ,Phonetics ,3,". A study of speech sounds in the English language and development of skills using the 
International Phonetic Alphabet. Prerequisite: CSD advisor consent."
CSD 204 ,Anatomy and Physiology of Speech Mechanism ,3,". A study of the structure and functioning of organs, 
muscles, and nerves of speech and the mechanisms involved in normal speech and language production. Prerequisite: 
GPA of 2.5 or higher and CSD advisor consent."
CSD 205 ,Language Development ,3,". A course emphasizing the study of normal language development with 
emphasis on the development of the phonological, syntactic, and semantic systems in children. Prerequisite: CSD 
advisor consent."
CSD 207 ,Speech and Hearing Science ,2,". An overview of the physiology, acoustics, and perception of speech. 
Prerequisite: CSD advisor consent."
CSD 215 ,Articulation Disorders and Phonological Disorders ,3,". Professional terminology, classifying problems, 
etiologies, appropriate diagnostic and therapeutic procedures, and associated problems. Prerequisite: CSD advisor 
consent."
CSD 307 ,Principles of Diagnostic Assessment in Communication Disorders ,3,". Methods of classifying 
communication disorders for assessment purposes. Utilization of diagnostic tests, test interpretation, and report writing 
of test results on speech and language disorders. Prerequisite: CSD advisor consent."
CSD 308 ,Basic Audiology ,3,". A study of the anatomy and physiology of the ear, description of types of hearing 
losses, and basic tests in pure tone and speech audiometry. Prerequisite: CSD advisor consent."
CSD 310 ,Clinical Procedures in CSD ,3,". A course in the construction of therapy plans, clinical methods, materials, 
and applications of remedial techniques for communication disorders. Students will begin to accrue observation hours as 
required by ASHA. Prerequisite: CSD advisor consent."
CSD 312 ,Language Intervention and Communication Skills for the Moderately and Severely Disabled Individual ,3,". 
A course involving the study of language remediation and intervention for developing communication skills in severely 
and profoundly disabled individuals. Prerequisite: CSD advisor consent. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 249 ~"
CSD 321 ,Supervised Clinical Practicum I ,3,". Clinical experiences with children and adults who have communication 
disorders. Prerequisite: CSD advisor consent."
CSD 323 ,Communication for the Hearing Impaired ,3,". A study of the theories and methods of working with the 
hearing impaired. Emphasis will be placed on communication disabilities related to hearing losses. Prerequisite: CSD 
advisor consent."
CSD 325 ,Voice and Articulation ,3,". A course emphasizing the physiology and scientific aspects of the speech 
production process with emphasis on cultural differences in speaking and voice problems. Prerequisite: CSD advisor 
consent."
CSD 332 ,Augmentative and Alternative Communication ,3,". This course is designed to increase the student’s 
awareness and functional knowledge of augmentative and alternative communication (AAC) devices. AAC is the 
supplementation and/or replacement of natural speech and/or writing using aided and/or unaided symbols (e.g., 
Blissymbols, finger spelling, gestures, ideographs, logographs, manual signs, pictographs) and the related means of 
selection and transmission of such symbols. This course offers a survey of the issues that address the individual needs 
and requirements of those that utilize AAC devices. The student will be exposed to those issues that must be addressed in 
order to provide appropriate and efficacious services. Prerequisite: CSD advisor consent."
CSD 406 ,Supervised Clinical Practicum II ,3,". Clinical experience with children and adults who have communication 
disorders. Enrollment limited. Prerequisite: CSD advisor consent."
CSD 414 ,Advanced Speech Pathology ,3,". A study of professional terminology, classification, etiologies, 
symptomologies, and appropriate therapy procedures used with individuals having specific communication disorders. 
Prerequisite: CSD advisor consent."
CSD 415 ,Foundations of Counseling in CSD ,3,". This course involves the discussion and application of positive 
communication and interaction with patients and caregivers to promote and enhance the therapeutic process. 
Prerequisite: CSD advisor consent."
CSD 417 ,Methods and Materials in Communicative Disorders ,3,". A study of methods and materials for speech-
language pathologists including coordination, planning, professional relationships and program structure. Current 
materials for communication disorders are discussed and utilized. Prerequisite: CSD advisor consent."
CSD 421 ,Multicultural Issues in Communicative Disorders ,3,". This course is designed to increase the student’s 
awareness of the cultural differences and practices of various ethnic and racial groups. This course offers a survey of the 
issues that address the individual and collective differences that must be considered in order to provide appropriate and 
efficacious services. Prerequisite: CSD advisor consent."
CSD 423 ,Speech and Language Problems in the Aged ,3,". This course is intended to serve as a source for 
understanding normal communication changes, communication disorders, and service delivery options from a 
gerontological perspective. This course will explore the concept of understanding and developing strategies for 
management of age-related communication deficits. Information is presented within the context of a unified model of 
communicative functioning in the elderly. Emphasis will be placed on key issues, vocabulary associated with the 
management of the impaired elderly, and topics of particular interest in considering communicative behavior. 
Prerequisite: CSD advisor consent."
CSD 425 ,Senior Seminar ,3,". This course involves the discussion of current trends and topics in the field of 
communicative sciences and disorders. Topics will include, but are not limited to, genomics and ethical practices. 
Prerequisite: CSD advisor consent. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 250 ~ 
 
 
Cooperative Work Experience"
CWE 220 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations."
CWE 230 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations."
CWE 320 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations."
CWE 330 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations."
CWE 420 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations."
CWE 430 ,Cooperative Work Experience ,3,". Each course is on-the-job work experience that provides the student an 
opportunity to apply classroom facts, theories, and principles to practical work situations. 
 
Department of Social Sciences"
ECE 300 ,Expressive Arts ,3,". A course designed to give candidates an understanding of the use of art and music are 
used in the classroom to aid student’s artistic expressions. Special emphasis is given to the use of art and music to 
enhance the physical and motor growth and development of all young children. The content of this course is designed so 
that candidates are given information and resources about primary students (P-3) and intermediate students (4-6). 
Prerequisite: Admission to Teacher Education."
ECE 301 ,Materials and Methods of Teaching Language Arts ,3,". A course designed to provide candidates with 
experiences that give them knowledge, skills, and dispositions about methods and materials related to language arts with 
special emphasis on listening, handwriting, reading, speaking, and children’s literature. Emphasis will also be placed on 
writing compositions. The content of this course is planned around primary students (P-3) and intermediate students (4-
6). A practicum is required. Prerequisite: Admission to Teacher Education."
ECE 302 ,Materials and Methods of Teaching Social Studies ,3,". Emphasis on the knowledge, skills, and dispositions 
needed by candidates to become effective classroom social studies teachers. The course will underscore the content 
taught to primary students (P-3) and intermediate students (4-6).  Among topics, the instruction will focus on cooperative 
learning, multicultural concerns, current issues, inquiry methods and developing map and globe concepts. A practicum is 
required. Prerequisite: Admission to Teacher Education."
ECE 304 ,Teaching Reading to Young Children ,3,". A course providing an in-depth study of early literacy 
development and word identification strategies that will include methods of assessment and instruction in phonemic 
awareness, phonics, fluency, vocabulary, and text comprehension. Major approaches to reading instruction 
developmentally appropriate for young children will be investigated. A practicum is required. Prerequisite: Admission to 
Teacher Education."
ECE 305 ,Materials and Methods of Teaching Mathematics ,3,"(9 clock hours per week). A course designed to provide 
experiences of mathematics education related to children’s developmental learning of early childhood/elementary 
mathematics. There is  a strong emphasis on research based instructional strategies, manipulatives, and other materials 
useful in teaching content within an intense field experience. Alabama Math Science and Technology Initiative (AMSTI) 
training is embedded in this curriculum. Pre-service teacher candidates will receive third grade Year One AMSTI 
certification upon successful completion of the course. A practicum is required. Prerequisite: Admission to Educator 
Preparation Program."
ECE 404 ,Problems in Teaching Reading ,3,". A course involving in-depth study into the reading process with regard 
to understanding reading comprehension. Candidates will learn to assess the strengths and weaknesses of readers in order 
to plan a program of accelerated instruction. A practicum is required. Prerequisite: Admission to Teacher Education."
ECE 407 ,Strategies for Teaching Reading ,3,". In-depth study in and application of the process of reading beyond the 
foundational period in the areas of reading instruction, theoretical approaches, instructional strategies, classroom 
organization, struggling readers, ESOL readers, writing, and formal/informal assessment. Emphases are on reading, 
writing, listening and speaking in the areas of acquiring vocabulary, developing comprehension skills, and refining 
reading processes by modeling metacognitive strategies that promote reading for meaning in a balanced literacy 
program. A practicum is required. Prerequisite: ECE 304 and Admission to Teacher Education."
ECE 496 ,Senior Seminar ,1,". This course is designed to assist candidates with preparation and submission for 
evaluation of edTPA Portfolios. Prerequisite: Completion of all program courses. Corequisites: ECE 495. 
 
Early Childhood Education"
ECH 300 ,Introduction to Early Childhood ,3,". This is an introductory course for Early Childhood Education majors. 
The course will focus on the historical and theoretical foundations and current influences on early childhood education, 
curricula for young children, planning, and assessing activities that are developmentally appropriate, various kinds of 
assessments, guiding behavior, and encouraging parent involvement. Prerequisite: Advisor Approval."
ECH 303 ,Environments for Learning in Early Childhood Education ,3,". This course examines the relationship 
between a play-based environment and learning in the early childhood classroom. Focus will be placed on planning and 
implementing developmentally appropriate experiences to support learning and will incorporate appropriate strategies for 
assessing young children. Prerequisite: Admission to EPP and Advisor Approval."
ECH 405 ,Organization and Administration of Early Childhood Education Programs ,3,". A course addressing the 
administration, organization, and supervision of programs for infants and young children. Prerequisite: Admission to 
Teacher Education. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 252 ~"
ECH 407 ,Practicum in Groups of Young Children ,3,". University-supervised practical experiences in working with 
young children in an on/off-campus public or private state accredited school, grade levels P-3. Prerequisite: Advisor 
Approval."
ECH 411 ,Teacher Education Workshops ,3,". Selected topics related to early childhood programs and activities. 
Prerequisite: Advisor Approval."
ECH 495 ,Internship ,11,". There are multiple internship courses based on the specific content area. This course entails 
one semester of full-time teaching under the immediate direction of cooperating teachers and university supervisors in 
the P-12 public schools.  A fee for the edTPA portfolio assessment is proposed for candidates to purchase who are 
enrolled in the internship course (student teaching). The Alabama State Department of Education is requiring the edTPA 
assessment starting September 1, 2018 for teacher candidates to receive certification. The cost for the edTPA portfolio 
submission to Pearson is $300.00. Prerequisite: Candidate must be enrolled in internship. Corequisites: Submit edTPA."
ECH 496 ,Senior Seminar ,1,". This course is designed to assist candidates with preparation and submission for 
evaluation of edTPA Portfolios. Prerequisite: Completion of all program courses. Corequisites: ECH 495. 
 
Economics"
ECO 200 ,Basic Economics ,3,". A study of the fundamentals of macro- and microeconomics in a market economy; 
economic systems; money and banking, economic conditions and government policies. This course is not open to 
Business majors. ECO 230 and ECO 231 combined may be substituted for ECO 200. However, ECO 200 cannot be 
substituted for ECO 230 or ECO 231 or (ECO 230 and ECO 231 combined). Prerequisite: ENG 102 or ENG 102H and 
(MTH 110 or higher)."
ECO 230 ,Principles of Microeconomics ,3,". Elements of supply and demand; elasticity; consumer behavior; theory of 
the firm; production, cost analysis and profit optimization; product markets and market structures; resource markets and 
resource allocation; and taxation and government expenditures. Prerequisite: MTH 110 or higher."
ECO 231 ,Principles of Macroeconomics ,3,". A study of the measurement and determination of GNP and related 
measures; money and banking; inflation; unemployment; Keynesian, monetarist and other macroeconomics theories; the 
economic role of the government; the U.S. economy; monetary and fiscal policies; economic growth; and international 
issues. Prerequisite: (MTH 110 or higher) and ECO 230."
ECO 271 ,Business Statistics I ,3,". An introduction to descriptive and analytical statistical techniques; collection, 
organization and graphical presentation of data; probability theory and probability distributions; elementary estimation 
and hypothesis testing; simple linear regression and correlation; time series; and index numbers. Prerequisite: MTH 112."
ECO 272 ,Business Statistics II ,3,". Review of probability; normal and t distributions; statistical inference about means 
and proportions; inferences about population variances; test of goodness of fit and independence; analysis of variance 
and experimental design; time series and index numbers; regression and correlation analysis. Prerequisite: ECO 271 or 
equivalent."
ECO 300 ,Engineering Economics ,3,". Economic evaluation of private and public projects; time value of money; 
compound interest; present and future values; uniform series of costs and benefits; effects of depreciation, inflation and 
taxes on the valuation of projects; risk and uncertainty; investment criteria; internal rate of return, net present value and 
cost-benefit analysis. Prerequisite: None."
ECO 326 ,Labor Management Relation ,3,". Study of the labor union movement, labor management relations, 
collective bargaining, and labor legislation. Prerequisite: ECO 200 or ECO 230 or ECO 231."
ECO 401 ,Intermediate Macroeconomics ,3,". Aggregate economic analyses; measurement and determination of 
national income, including the price level, unemployment and economic growth; international aspects of 
macroeconomics; fiscal and monetary policies; classical, Keynesian and post-Keynesian theories. Prerequisite: ECO 231. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 253 ~"
ECO 402 ,Intermediate Microeconomics ,3,". The theories of consumer behavior; production and cost theories; 
behavior of the firm in the product and resource markets under different types market structures; supply and demand; 
elasticity; resource allocation; analysis of the impact of economic policies on firms and industries, including taxation, 
quotas and price fixing; welfare economic. Prerequisite: ECO 230."
ECO 411 ,Contemporary Issues in Economics ,3,". Current economic problems and issues such as the debt and the 
deficit, health care, environmental economics, crisis in financial institutions, social security, and the U. S. trade deficit. 
Prerequisite: ECO 231."
ECO 413 ,Money and Banking ,3,". The monetary system; functions, properties and types of money; evolution of 
money, commercial banks and other depository institutions; origins and current role of the Federal Reserve System and 
other public monetary institutions; measurement and control of the stock of money; the role of money in the macro-
economy; monetary policy. Prerequisite: ECO 231."
ECO 414 ,Managerial Economics ,3,". Application of economic concepts to business decision-making; analysis and 
forecasting of demand; cost analysis; pricing behavior; and optimizing techniques. Prerequisite: ECO 230."
ECO 415 ,Environmental Economics ,3,". Economic analysis of environmental issues, problem, and solution; analysis 
of benefits and costs of improving the environment; the global dimensions of the environmental problems resulting from 
resource extraction and utilization and industrial production. Prerequisite: ECO 200 or ECO 230."
ECO 433 ,Investment in Practice ,1,". Students manage an investment portfolio. They trade stocks through a broker. 
This is not a game, but the management of real money. Students apply their knowledge of portfolio management and 
investment theory in making these decisions. Student may repeat the course one or two times. Prerequisite: FIN 315."
ECO 434 ,Investment in Practice ,1,". Students manage an investment portfolio. They trade stocks through a broker. 
This is not a game, but the management of real money. Students apply their knowledge of portfolio management and 
investment theory in making these decisions. Student may repeat the course one or two times. Prerequisite: FIN 315."
ECO 435 ,Investment in Practice ,1,". Students manage an investment portfolio. They trade stocks through a broker. 
This is not a game, but the management of real money. Students apply their knowledge of portfolio management and 
investment theory in making these decisions. Student may repeat the course one or two times. Prerequisite: FIN 315."
ECO 444 ,Public Sector Economics ,3,". Effects of spending public funds, collecting taxes and other revenues; 
government borrowing and debt payment; government expenditures, revenues, and public credit. Prerequisite: ECO 200 
or ECO 231."
ECO 446 ,International Trade and Policy ,3,". Principles underlying international trade; free trade and the effects of 
barriers to trade; the effects of mobility of factors of production; macroeconomics of international exchange of goods, 
services, and financial assets. Prerequisite: ECO 231."
EDU 010L Reading,with Lab ,3,". Corrective individualized reading instruction designed to improve basic reading, 
study and cognitive skills, which are essential to success at the college level. Freshmen who enter the University with a 
score between 0 and 11 on the Reading Subtest of the ACT or a score between 0 and 10.8 on the Nelson-Denny Reading 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 254 ~ 
 
Test are required to register for this course. Students who do not pass this course are required to enroll in EDU 010. 
Credit hours for this course may not be counted toward any degree requirement. Prerequisite: None."
EDU 101 ,Laboratory Approach to Concept Development ,2,". A program designed to aid those students who select to 
major in education and must pass the Alabama Prospective Teacher’s Test (APTT) as stipulated by the Alabama State 
Board of Education. Generally, the course gives students an opportunity to improve their performance on standardized 
and teacher-made tests by allowing them to explore test-taking techniques and to participate in numerous activities 
related to English usage, mathematics usage, reading and writing. Prerequisite: None."
EDU 306 ,Word Attack Technique Skills ,3,". This course is designed to prepare students to take and pass the 
Elementary, Early Childhood and Special Education content knowledge of Praxis II. Prerequisite: None. 
 
Electrical Engineering"
EE 101 ,Introduction to Electrical Engineering ,3,". Fundamental concepts in electrical engineering are introduced. 
Practical pre-calculus concepts are utilized. Students are required to develop an electrical project. Students develop 
communication skills through presentations of projects and research of historical topics in the electrical engineering 
discipline. Corequisites: MTH 115."
EE 109 ,Engineering Computing ,3,". This course introduces students to the concepts of utilizing computer systems 
for solution of engineering problems using the C/C++ programming language. Formulation and development of problem 
solving strategies are explored. Basic data representation and program flow control structures are discussed, as well as 
techniques for input/output of data. Intermediate level data and program structures are introduced. Corequisites: MTH 
115."
EE 201 ,Linear Circuit Analysis I ,3,". Kirchoff’s Laws, nodal analysis, mesh analysis, superposition, source 
transformation, Thevenin and Norton theorems, maximum power transfer; inductance and capacitance; sinusoidal 
waveforms; reactance, impedance; A.C. circuit analysis, power and power factor; and simple opamp circuits are covered 
in this course. Prerequisite: EE 101, MTH 115."
EE 201L ,Linear Circuit Analysis I Lab ,1,. This course is the companion lab to EE 201. Corequisites: EE 201.
EE 202 ,Linear Circuit Analysis II ,3,". This is a continuation course to EE 201. It addresses analysis of ac circuits, 
power calculations, Laplace transforms and application to transient analysis of electric circuits. Response to non-periodic 
excitations using Fourier series is included. Concepts of frequency response, basic filter circuits are also considered. 
Prerequisite: EE 201 and EE 201L and MTH 125."
EE 203 ,Analog Circuit Design and Analysis I ,3,". An analysis of nonlinear semiconductor devices; PN junction 
diodes, bipolar junction and field-effect transistors, biasing concepts, worst case analysis, and discrete amplifier circuit 
design and analysis. Prerequisite: EE 201 and EE 201L and MTH 125. Corequisites: EE 203L."
EE 203L ,Analog Circuit Design and Analysis I Lab ,1,". This course is the companion lab to EE-203 and includes both 
analysis, simulation and fabrication of analog electronic circuits including diode circuits, bipolar junction transistor 
amplifiers, operational amplifiers and circuits using operational amplifiers such as oscillators and filters. Prerequisite: EE 
201 and EE 201L and MTH 125. Corequisites: EE 203."
EE 204 ,Digital Circuit Design and Analysis ,3,". Analysis and design of those circuits where the nonlinearity of the 
active element is significant. Includes basic digital circuits, Boolean algebra, Karnaugh maps, encoding and decoding, 
flip-flops, finite state machines, and analog-digital conversion. Prerequisite: EE 109 and EE 201."
EE 301 ,Signals and Systems I ,3,". Continuous time signals and systems; impulse and step functions, signal 
synthesis, convolution integrals, impulse response, transfer functions, poles and zeros, system responses, and state space 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 255 ~ 
 
methods, introduction: discrete time Fourier series. Discrete time Fourier transforms, discrete time systems, difference 
equations, and Z-transforms are introduced in this course. Prerequisite: EE 202. Corequisites: MTH 238."
EE 302 ,Signals and Systems II ,3,". A study of random signals and random input systems; probability, density 
functions, random variables, random processes, Gaussian and Poisson processes; correlation functions, spectral density; 
random input systems, analysis, and signal-to-noise ratio concepts. Prerequisite: EE 301."
EE 303 ,Electromagnetic Field Theory ,3,". A review of coordinate systems;  vector analysis; study of electrostatics 
to include Coulomb’s Law, Gauss’s Law, electric field intensity, and flux density calculations, electric potential 
calculations; magnetostatics to include Biot-Savart law, Ampere’s law, magnetic field intensity and flux density 
concepts; introduction to magnetic vector potential; time varying fields, Maxwell’s equations; and transmission lines. 
Prerequisite: MTH 227 and EE 202."
EE 304 ,Numerical Methods and Digital Computation ,3,". In this course numerical techniques are applied to the 
solution of scientific and engineering problems. Topics include software development techniques, solution of both linear 
and nonlinear equations, numerical integration and differentiation, interpolation and curve fitting, solution of differential 
equations, and optimization techniques. Emphasis is placed on developing programs in C++ language for execution in a 
UNIX environment. Prerequisite: EE 109 and MTH 238."
EE 305 ,Semiconductor Engineering I ,3,". A study of semiconductor fundamentals and physics of semiconductor 
devices to include: properties of materials and devices used in electrical engineering; theory of operation of 
semiconductor devices; p-n junction diodes, bipolar transistors (n-p-n and p-n-p), and field-effect devices. Prerequisite:"
EE 306 ,Survey of Energy Systems ,3,". This course reviews various sources of electric power including fossil fuel, 
renewable energy including solar, wind, wave, geothermal, and biomass and nuclear energy. Technologies for energy 
storage, transmission and distribution will also be included. Power plants, engines, radioactivity, and environmental 
impacts will be discussed. Cost of generation, distribution, energy consumption, and efficiency of various energy 
technologies are discussed. Prerequisite: EE 201 and EE 202 and PHY 214."
